age,income,account_age_months,monthly_activity_score,support_tickets,num_logins,feature_usage_score,region,subscription_type,target,prediction,prediction_proba
45,43414.76,21,24.72,2,10,66.94,Central,Basic,0,0,0.3923
47,30095.33,95,37.62,0,29,59.96,East,Premium,0,1,0.5556
46,59701.37,10,60.44,0,44,50.27,East,Premium,0,1,0.6225
27,63693.49,47,82.68,1,50,65.75,South,Premium,0,1,0.85
41,42726.31,89,63.31,4,21,3.08,Central,Standard,0,0,0.4369
43,57370.56,22,93.81,4,26,16.83,East,Basic,0,1,0.5383
52,41281.65,34,32.11,3,20,81.58,South,Basic,0,0,0.4812
68,39582.4,26,34.75,1,59,8.5,Central,Basic,0,0,0.334
33,38489.3,111,38.61,1,20,9.04,South,Basic,0,0,0.2836
33,59479.87,35,19.88,0,32,29.63,Central,Standard,0,0,0.1694
69,15000.0,99,93.57,1,41,62.47,East,Basic,0,1,0.914
47,75642.7,47,83.86,1,47,6.92,West,Premium,1,1,0.6403
23,29308.24,43,1.03,1,7,10.0,East,Basic,0,0,0.1106
55,72616.26,17,99.09,2,35,32.74,West,Premium,1,1,0.6941
34,34419.32,35,20.29,2,59,28.13,North,Premium,0,0,0.2492
61,75529.01,55,15.59,2,12,51.99,East,Standard,0,0,0.2452
51,65066.32,77,49.71,2,30,34.58,South,Standard,0,0,0.3815
51,68694.48,111,69.51,3,49,28.48,Central,Premium,0,1,0.7695
21,59594.92,24,45.26,1,59,93.73,North,Standard,0,1,0.7368
24,51637.18,92,64.45,0,5,12.82,West,Basic,0,0,0.4221
50,75114.12,17,22.75,3,5,20.43,South,Premium,0,0,0.1338
38,79328.96,36,45.48,3,22,38.7,West,Standard,0,0,0.2537
35,55124.47,68,71.11,3,56,90.2,West,Basic,1,1,0.9021
63,48260.16,13,94.27,2,1,33.08,West,Basic,0,1,0.5358
22,27225.44,6,8.07,2,10,84.66,South,Standard,0,0,0.3496
27,51085.04,11,92.49,0,30,97.49,West,Basic,1,1,0.8338
46,71766.96,106,2.93,3,15,81.59,North,Standard,0,0,0.4196
48,71158.9,53,9.09,2,30,80.23,North,Basic,0,0,0.388
62,48840.04,37,74.72,3,46,55.11,Central,Basic,0,1,0.7406
58,30007.24,49,1.11,1,57,71.45,North,Premium,0,0,0.353
69,86221.38,24,78.85,2,10,28.07,South,Basic,0,1,0.5912
56,52036.23,69,33.79,4,46,19.68,South,Standard,0,0,0.336
51,65419.81,39,29.3,0,13,88.24,West,Basic,0,0,0.4865
26,81555.94,116,47.66,0,58,87.55,Central,Basic,1,1,0.8057
24,52047.05,32,6.65,4,53,99.02,South,Premium,0,0,0.4861
63,19472.88,73,99.61,6,16,60.15,Central,Standard,1,1,0.7458
29,45931.58,35,56.67,1,55,79.33,South,Basic,1,1,0.8111
29,69898.66,117,50.48,3,33,23.18,East,Basic,0,0,0.4199
43,38066.87,8,66.79,7,11,16.33,South,Basic,0,0,0.429
41,62882.87,115,37.72,0,20,49.45,South,Premium,0,0,0.3516
65,94983.63,100,73.81,3,17,36.08,West,Standard,1,1,0.5928
18,51560.56,20,79.92,1,7,93.44,East,Standard,0,1,0.789
42,64721.27,102,8.38,0,0,86.92,East,Basic,0,0,0.4014
61,55942.66,108,0.33,0,54,31.62,North,Premium,0,0,0.2381
32,40301.33,28,36.42,2,8,84.08,South,Standard,0,1,0.5562
53,58457.05,73,76.11,2,10,52.25,Central,Basic,0,1,0.7052
41,92861.0,21,42.55,1,17,4.79,Central,Premium,0,0,0.2048
37,55023.62,89,85.74,0,23,11.09,South,Standard,0,1,0.6707
22,62427.03,72,99.78,1,25,74.67,East,Premium,1,1,0.8209
50,25165.75,31,93.38,3,19,49.0,North,Premium,0,1,0.6108
40,15000.0,28,45.58,4,37,82.25,Central,Standard,0,1,0.5669
41,46583.35,26,26.03,3,10,56.33,Central,Basic,0,0,0.2758
62,48617.68,19,55.09,1,4,46.34,South,Premium,0,0,0.3575
41,56680.66,35,49.65,1,21,75.87,East,Standard,0,1,0.5948
40,32029.75,6,7.8,1,24,5.78,Central,Standard,0,0,0.1062
49,65855.73,73,45.25,4,20,71.3,North,Basic,0,1,0.6078
41,97891.09,24,74.73,2,55,65.37,Central,Basic,1,1,0.8158
64,61691.93,56,7.99,3,9,34.2,East,Premium,0,0,0.153
35,72239.09,101,14.05,4,28,63.18,West,Standard,0,0,0.4496
60,25771.12,28,84.22,3,32,45.02,South,Basic,0,1,0.6729
37,27406.84,113,68.92,1,34,52.38,West,Standard,1,1,0.7589
47,34752.78,116,78.52,4,48,71.29,East,Premium,0,1,0.8924
40,46673.32,63,81.63,4,27,53.38,South,Basic,0,1,0.7706
41,52318.7,72,78.31,5,36,70.39,East,Basic,0,1,0.856
39,61129.18,81,35.53,5,4,98.1,Central,Basic,0,1,0.5585
53,94495.86,106,15.17,5,28,35.31,North,Standard,0,0,0.2255
50,64607.87,86,12.97,2,41,8.76,West,Premium,0,0,0.2312
21,62844.88,42,54.41,1,15,79.54,South,Basic,0,1,0.6615
26,60355.4,84,95.23,0,13,45.27,West,Basic,0,1,0.7067
47,55023.63,106,99.81,4,25,22.34,North,Standard,0,1,0.7332
69,62748.47,77,84.7,4,24,80.5,North,Premium,0,1,0.8257
56,35793.34,13,31.62,2,11,64.78,East,Premium,0,0,0.3396
30,67660.64,30,94.29,1,36,28.31,East,Basic,0,1,0.6637
45,73214.4,17,96.04,2,7,89.36,West,Basic,1,1,0.8317
63,69736.2,83,94.97,1,16,53.51,Central,Basic,0,1,0.8172
61,65523.68,113,6.69,5,17,65.03,East,Standard,0,0,0.3779
48,71641.6,59,53.28,1,28,54.79,North,Basic,0,1,0.5962
48,54634.68,93,13.46,3,50,2.17,West,Basic,0,0,0.2143
42,42401.78,102,34.12,4,5,67.02,West,Basic,0,1,0.5413
39,39545.51,119,94.74,1,12,37.51,South,Premium,0,1,0.748
36,54837.59,75,85.62,1,12,19.15,South,Premium,0,1,0.6955
35,67511.62,114,7.2,3,13,16.41,East,Standard,0,0,0.1997
35,27027.95,46,40.28,6,49,25.27,West,Basic,0,0,0.2921
58,69036.04,113,43.82,1,31,75.69,Central,Basic,0,1,0.692
31,94095.06,57,62.73,1,0,62.11,East,Premium,0,1,0.5721
42,48342.01,9,0.56,0,36,33.67,South,Standard,0,0,0.1967
29,75493.5,89,15.2,2,43,55.13,South,Basic,0,0,0.4554
48,94614.41,22,66.92,0,21,73.87,West,Standard,0,1,0.6872
24,28769.11,25,14.03,1,33,1.02,West,Premium,0,0,0.171
39,94058.49,3,33.27,2,19,68.62,Central,Standard,0,0,0.3806
43,49704.97,39,22.65,3,58,9.46,Central,Standard,0,0,0.2134
67,87414.07,54,4.5,1,1,27.66,North,Basic,0,0,0.1544
37,77450.24,74,19.76,0,27,38.88,West,Premium,0,0,0.2347
64,48067.15,106,33.08,1,55,35.92,Central,Basic,0,0,0.3455
50,58298.09,71,37.31,2,32,15.66,Central,Premium,0,0,0.2091
66,38336.87,86,98.12,2,12,38.84,West,Basic,1,1,0.7043
65,70285.6,116,97.04,1,57,72.33,North,Basic,1,1,0.9065
53,52755.86,63,31.34,1,11,16.86,West,Basic,0,0,0.18
50,52311.56,13,67.48,2,23,28.48,East,Basic,0,0,0.4606
33,90057.64,12,87.72,2,38,52.5,Central,Standard,0,1,0.6247
67,18622.2,63,62.51,5,44,10.16,West,Standard,0,1,0.5715
21,58815.54,51,44.56,1,36,77.93,South,Standard,0,1,0.6426
63,59994.58,77,52.6,5,2,98.79,North,Standard,0,1,0.603
19,70805.85,87,26.57,3,7,40.69,West,Basic,0,0,0.2108
55,39089.43,80,38.84,3,28,68.79,West,Basic,0,1,0.591
46,45750.32,62,47.4,1,3,57.4,Central,Standard,0,1,0.509
51,60190.82,119,35.92,1,6,8.44,South,Basic,0,0,0.3052
27,56398.86,86,88.15,2,10,67.38,Central,Standard,0,1,0.8156
38,50285.4,8,72.7,3,39,22.55,Central,Basic,0,1,0.5051
53,70763.57,18,20.48,1,12,77.94,Central,Standard,0,0,0.4475
60,59744.56,116,61.2,3,2,8.11,North,Premium,0,0,0.4231
21,76107.93,109,11.94,1,52,95.39,Central,Basic,0,1,0.6166
56,65558.96,114,34.72,3,21,44.49,South,Basic,0,0,0.3321
39,70895.51,50,16.76,0,48,16.38,Central,Standard,0,0,0.1827
36,86213.22,73,15.1,2,11,64.43,Central,Basic,0,0,0.3866
59,50381.93,115,15.67,0,29,72.26,Central,Standard,0,0,0.4389
35,39651.91,117,63.06,2,55,70.8,West,Basic,1,1,0.8691
44,49352.27,99,81.36,2,49,87.87,East,Standard,1,1,0.9201
36,75052.63,85,0.75,1,1,15.63,East,Premium,0,0,0.1404
43,70342.14,82,8.61,2,12,6.77,South,Basic,0,0,0.1469
32,43342.81,37,78.58,4,31,44.62,North,Premium,0,1,0.6
29,40024.8,25,33.09,2,44,30.81,Central,Basic,0,0,0.2271
27,28078.61,22,90.1,3,38,68.89,West,Basic,0,1,0.8056
42,58603.31,27,12.14,1,20,12.22,North,Basic,0,0,0.1226
62,90679.55,37,27.95,3,30,0.01,South,Basic,0,0,0.2407
67,39601.33,33,25.36,3,19,84.41,North,Standard,0,0,0.3901
61,55930.13,98,71.52,0,40,84.91,South,Basic,1,1,0.9065
69,61083.11,43,23.0,1,44,53.78,Central,Standard,0,0,0.4162
46,65203.27,11,56.55,2,52,60.5,Central,Premium,0,1,0.7207
19,45949.74,27,23.45,4,11,82.11,Central,Basic,0,0,0.3987
51,45382.93,49,73.48,0,56,73.35,North,Standard,1,1,0.8493
26,99616.45,85,37.61,2,46,6.97,Central,Standard,0,0,0.2848
54,22203.33,57,52.02,2,39,91.54,West,Basic,0,1,0.7041
64,74645.45,95,87.98,1,13,85.02,South,Basic,0,1,0.8773
47,66051.34,115,31.33,1,30,41.84,East,Basic,0,0,0.3066
57,48020.02,14,95.8,2,0,77.25,North,Basic,0,1,0.7131
35,60734.58,73,39.71,3,48,91.7,North,Standard,0,1,0.7353
32,43283.04,10,99.74,1,39,60.24,East,Standard,1,1,0.7666
51,56311.47,40,46.35,4,51,34.08,Central,Basic,0,0,0.3562
42,27270.31,92,74.6,4,57,65.87,West,Basic,1,1,0.8995
56,55342.76,81,34.85,1,22,16.33,South,Standard,0,0,0.2416
23,45749.47,10,4.82,2,47,57.27,Central,Standard,0,0,0.2701
32,71207.0,116,69.43,3,55,16.18,West,Premium,0,1,0.7709
42,54679.4,67,54.17,4,6,40.07,North,Basic,0,0,0.3124
68,82155.84,111,23.05,1,5,80.91,North,Premium,0,0,0.4901
55,72999.74,98,14.29,3,17,61.66,North,Basic,0,0,0.4241
48,35978.08,12,33.04,2,18,60.64,East,Premium,0,0,0.344
61,50948.72,17,44.22,1,41,99.49,South,Basic,0,1,0.7201
68,49519.47,64,35.19,4,9,1.3,West,Standard,0,0,0.1792
44,46424.67,97,50.85,0,15,31.18,South,Premium,0,0,0.3313
67,49285.49,107,91.88,3,44,90.44,East,Basic,1,1,0.9071
68,54681.18,108,89.4,0,4,95.18,Central,Premium,1,1,0.802
23,55475.96,13,33.81,4,24,18.75,South,Premium,0,0,0.1561
21,54494.63,21,85.08,1,32,16.95,West,Basic,1,1,0.5837
54,45929.17,40,99.16,3,36,49.64,Central,Standard,0,1,0.6454
21,18796.45,109,35.03,1,49,44.29,South,Basic,0,0,0.4837
55,15000.0,36,38.9,0,39,56.14,Central,Standard,0,0,0.4159
38,52041.18,85,10.8,2,20,25.54,West,Standard,0,0,0.1965
54,60129.49,116,80.7,0,15,52.59,Central,Basic,0,1,0.791
29,63551.49,56,34.11,1,47,24.26,North,Basic,0,0,0.2707
19,56069.24,59,42.98,3,32,94.27,North,Standard,0,1,0.6611
31,30465.11,63,73.02,2,7,54.97,West,Basic,0,1,0.698
49,78436.39,112,2.54,1,25,63.72,East,Standard,0,0,0.4157
30,63276.76,104,24.3,3,15,72.61,South,Premium,0,1,0.5372
24,52113.73,72,52.27,1,10,78.42,East,Premium,0,1,0.6432
19,58343.69,41,38.01,2,11,22.04,Central,Basic,0,0,0.1496
35,43424.42,30,42.42,1,38,75.54,West,Basic,0,1,0.5891
46,50967.09,109,6.6,3,20,69.8,East,Basic,0,0,0.392
54,69472.84,6,97.05,2,34,84.54,East,Standard,1,1,0.8206
62,39380.96,51,85.44,3,40,46.85,East,Basic,0,1,0.7174
58,74606.2,106,24.27,0,9,83.94,South,Basic,0,1,0.5906
67,40888.72,36,88.81,2,12,39.76,West,Basic,0,1,0.6277
32,63884.41,91,24.6,2,18,42.62,West,Basic,0,0,0.2589
45,40559.02,3,28.81,2,24,44.6,Central,Standard,0,0,0.2198
54,58733.1,14,97.92,2,14,37.11,North,Basic,0,1,0.5956
20,48396.55,42,16.17,3,27,90.56,South,Premium,0,0,0.4892
50,33578.32,63,20.1,1,18,85.53,West,Basic,0,1,0.5182
27,53327.61,54,27.15,1,38,38.67,Central,Standard,0,0,0.2372
53,34930.85,97,84.4,2,16,65.94,North,Standard,0,1,0.8668
32,24794.38,42,36.12,0,58,99.94,East,Premium,0,1,0.6101
58,38841.16,93,73.65,2,12,29.13,Central,Premium,0,1,0.6055
54,45162.2,30,28.94,4,4,95.54,East,Basic,0,0,0.4216
30,51519.08,45,7.77,2,26,61.46,North,Standard,0,0,0.2701
49,78468.93,56,34.89,2,4,52.04,Central,Basic,0,0,0.3198
58,41193.38,24,55.92,0,8,96.12,Central,Standard,0,1,0.6831
69,44849.11,5,53.32,3,0,13.37,West,Basic,0,0,0.3175
33,31475.68,43,10.38,0,4,10.18,West,Basic,0,0,0.1065
51,17860.61,78,29.33,4,52,86.91,South,Standard,0,1,0.6359
57,69215.51,110,81.91,2,14,42.62,South,Basic,1,1,0.6947
42,32461.28,106,28.54,4,9,22.49,South,Basic,0,0,0.2206
18,48303.82,54,30.42,2,29,49.17,Central,Standard,0,0,0.2598
29,44378.28,89,95.06,4,55,7.86,South,Premium,0,1,0.7921
60,34951.23,112,20.54,5,12,20.09,Central,Standard,0,0,0.1553
25,49797.31,21,32.17,0,8,13.77,Central,Standard,0,0,0.1714
62,45374.06,49,89.78,6,33,86.88,North,Standard,0,1,0.82
23,54190.7,105,32.79,2,28,46.94,East,Premium,0,0,0.3054
49,77938.43,9,30.05,2,49,70.04,West,Premium,0,1,0.5259
19,54561.31,59,56.18,0,59,83.35,South,Premium,0,1,0.7962
54,50997.62,36,97.28,1,27,64.85,Central,Basic,0,1,0.8125
37,54716.88,56,37.85,2,17,87.76,West,Basic,0,1,0.6053
66,98348.78,3,30.64,1,2,8.2,West,Basic,0,0,0.1685
44,35231.7,12,75.18,1,39,40.8,East,Basic,0,1,0.6403
46,57278.76,22,2.58,1,47,8.2,East,Basic,0,0,0.1492
40,49244.69,94,36.11,5,10,58.57,North,Basic,0,0,0.4575
52,73559.68,38,53.53,5,51,22.41,South,Standard,0,1,0.503
40,49032.18,48,61.93,2,18,16.39,East,Basic,0,0,0.3595
27,52902.42,98,1.34,2,34,0.72,North,Basic,0,0,0.1671
19,42224.51,60,24.49,0,31,3.97,North,Basic,0,0,0.1879
69,37625.37,114,16.1,4,48,73.51,North,Standard,0,0,0.4483
22,49128.65,10,95.11,0,26,3.35,East,Basic,0,0,0.4896
39,68731.84,15,1.76,1,23,81.33,East,Basic,0,0,0.3498
28,74376.98,8,57.66,1,3,75.36,West,Standard,0,1,0.5536
36,51580.44,41,72.85,1,8,13.35,West,Premium,0,0,0.3833
64,52998.28,3,83.68,4,8,29.88,East,Basic,0,1,0.5343
55,73228.72,94,80.42,2,35,38.54,North,Standard,0,1,0.7119
45,77866.0,100,16.84,1,31,10.82,South,Basic,0,0,0.2063
25,70153.05,88,34.73,4,26,4.94,North,Basic,0,0,0.1616
20,49339.74,24,6.89,3,3,99.06,East,Premium,0,0,0.394
46,66163.97,51,68.54,3,41,89.57,South,Basic,0,1,0.8742
44,27654.74,97,60.6,0,3,62.73,South,Basic,0,1,0.7538
65,50831.79,111,16.63,1,35,97.01,North,Basic,0,1,0.5451
58,98263.83,42,73.98,1,50,49.49,West,Basic,0,1,0.7111
30,80136.35,86,12.55,2,39,28.48,North,Basic,0,0,0.2026
48,76949.35,13,69.7,3,48,56.81,Central,Basic,0,1,0.7575
26,66095.91,62,78.9,3,38,3.89,East,Basic,0,1,0.5432
68,62947.59,97,50.43,1,8,33.89,West,Basic,0,0,0.3238
38,75001.81,41,22.92,0,56,45.18,East,Standard,0,0,0.3331
60,76817.12,51,41.84,1,57,23.91,West,Basic,0,0,0.3731
20,35159.0,78,4.49,0,38,89.37,North,Basic,0,0,0.4558
38,58384.33,106,78.26,0,35,34.72,West,Premium,0,1,0.7648
24,23975.07,9,74.46,1,37,91.16,South,Standard,1,1,0.722
32,66934.25,62,91.82,1,14,21.11,Central,Premium,0,1,0.6847
45,28528.2,47,88.96,0,1,39.77,West,Premium,0,1,0.6205
34,50974.2,42,20.1,2,23,22.27,Central,Basic,0,0,0.1305
36,59311.78,93,47.04,4,30,97.53,East,Premium,0,1,0.7671
42,28448.51,100,38.53,3,19,63.55,South,Basic,0,1,0.6387
31,54286.99,34,15.73,3,43,89.48,South,Standard,0,0,0.4687
20,82172.08,34,16.13,1,55,69.31,South,Premium,0,0,0.4461
46,55520.43,65,33.41,2,33,27.15,East,Standard,0,0,0.2346
60,34494.6,77,0.97,3,56,3.3,West,Basic,0,0,0.2192
51,69709.11,108,46.48,4,19,46.25,South,Premium,0,0,0.3588
39,56139.31,30,73.76,3,36,91.29,South,Standard,0,1,0.811
44,55066.78,98,63.28,3,38,19.03,North,Standard,0,1,0.6179
69,102278.04,39,28.75,5,5,93.55,North,Basic,0,0,0.4675
26,45353.11,82,25.44,3,46,3.25,North,Standard,0,0,0.233
43,42856.16,112,95.27,3,9,18.29,East,Basic,0,1,0.7009
25,75841.58,83,90.69,2,0,65.48,Central,Premium,1,1,0.7683
28,51584.54,60,61.69,4,25,3.28,West,Standard,0,0,0.3547
30,36809.44,22,77.37,3,29,8.37,South,Standard,0,0,0.449
44,70905.19,31,45.84,1,13,87.06,North,Standard,0,1,0.6388
33,72385.78,116,81.57,0,2,8.19,East,Standard,0,1,0.5404
48,34028.39,25,23.74,1,31,40.62,South,Basic,0,0,0.2701
40,86221.39,13,9.43,1,46,95.39,North,Standard,0,0,0.4127
22,33587.5,44,89.32,3,27,13.0,North,Premium,0,0,0.4998
26,81855.84,110,2.04,5,20,24.73,South,Standard,0,0,0.2054
28,35232.96,80,86.24,1,59,65.86,Central,Premium,0,1,0.8785
32,45941.93,45,80.62,2,23,97.3,West,Standard,1,1,0.8142
39,56805.63,11,92.68,1,14,96.38,North,Standard,0,1,0.799
38,54258.91,86,63.15,2,40,95.48,North,Standard,0,1,0.8469
67,41927.92,21,83.64,2,35,78.68,North,Basic,0,1,0.8277
66,59961.66,114,21.57,2,3,94.11,East,Basic,0,1,0.528
27,72617.26,9,4.21,3,38,97.11,South,Standard,0,0,0.4117
59,64686.52,108,86.98,2,52,95.99,South,Standard,1,1,0.94
50,76078.16,32,12.2,2,23,64.64,East,Standard,0,0,0.2848
63,36948.91,28,70.67,3,9,90.93,West,Basic,0,1,0.7225
18,58095.52,9,26.36,3,46,19.61,North,Premium,0,0,0.1923
25,51917.97,98,19.54,1,5,68.38,South,Premium,0,0,0.4347
65,34571.19,28,54.84,1,59,64.17,Central,Standard,0,1,0.7266
69,47128.76,16,46.11,1,0,0.25,North,Basic,0,0,0.3073
39,60841.56,76,42.57,2,57,6.56,West,Basic,0,0,0.3755
65,71668.03,24,25.4,2,34,13.76,East,Premium,0,0,0.1651
25,31445.5,103,9.43,3,24,64.31,West,Standard,0,0,0.3805
23,59663.89,24,16.95,3,13,24.67,Central,Standard,0,0,0.1067
56,45025.98,65,57.25,4,46,4.89,West,Basic,0,1,0.5461
51,57570.83,53,31.99,1,11,22.43,South,Basic,0,0,0.1925
65,30317.39,93,63.39,0,52,74.86,West,Standard,1,1,0.8663
58,32679.72,109,59.68,0,46,77.03,East,Standard,1,1,0.8626
36,52247.81,83,94.96,1,21,42.35,North,Standard,1,1,0.7164
60,54252.88,62,11.06,3,49,17.59,South,Basic,0,0,0.2044
68,47987.18,115,1.53,0,46,37.68,South,Standard,0,0,0.2747
29,50342.5,30,45.54,3,29,81.91,South,Basic,0,1,0.6274
21,51041.49,107,11.69,2,34,94.28,West,Premium,0,1,0.5105
46,23386.73,21,74.31,2,12,57.18,West,Basic,0,1,0.7192
38,40645.4,77,57.9,1,58,51.79,North,Premium,0,1,0.7271
60,51646.82,60,66.95,5,36,21.4,North,Premium,0,1,0.573
58,53427.46,75,2.57,1,56,57.18,East,Basic,0,0,0.4094
63,60052.39,66,85.8,1,36,91.86,East,Basic,1,1,0.8952
49,38750.25,96,61.03,2,29,64.32,North,Standard,0,1,0.7866
23,54303.52,11,96.06,5,28,74.0,West,Standard,0,1,0.7588
61,29335.77,2,11.85,0,51,63.99,West,Basic,0,0,0.3167
31,49846.53,86,32.55,1,28,28.27,South,Standard,0,0,0.2582
55,64126.1,79,15.91,3,45,69.8,South,Basic,0,1,0.5376
33,82748.08,5,37.56,1,32,54.44,West,Premium,0,0,0.4073
51,62215.44,98,2.68,3,48,95.4,South,Premium,0,1,0.5476
27,70211.88,2,88.54,3,19,28.13,West,Standard,0,1,0.5418
20,28502.25,88,79.77,4,2,64.87,East,Premium,0,1,0.7814
35,38292.92,72,79.39,4,19,95.74,North,Premium,0,1,0.8737
53,99052.96,94,25.01,3,59,0.52,South,Premium,0,0,0.4422
29,91108.36,114,84.78,1,20,14.15,South,Standard,0,1,0.6094
54,80093.92,8,25.23,2,40,72.16,South,Basic,0,1,0.5087
40,59497.66,73,54.99,2,14,24.55,North,Premium,0,0,0.3873
51,41531.27,43,89.04,2,4,10.95,South,Standard,0,0,0.4099
40,63338.87,87,66.1,2,48,56.84,Central,Standard,0,1,0.7999
32,95631.19,107,19.3,2,37,91.16,West,Basic,0,1,0.5963
27,99966.92,80,25.61,3,4,93.17,East,Premium,0,0,0.4972
24,41912.19,24,58.14,2,39,64.03,East,Basic,0,1,0.6843
69,61103.9,81,47.25,2,22,94.39,West,Standard,0,1,0.6648
39,33679.53,57,94.1,2,26,26.32,South,Premium,0,1,0.709
25,68946.85,93,41.81,1,41,51.35,Central,Premium,0,1,0.5533
41,26078.64,16,26.13,6,56,74.99,North,Premium,0,0,0.47
68,38661.73,119,61.36,2,37,36.83,South,Premium,0,1,0.609
64,67786.29,36,33.66,1,25,5.62,West,Basic,0,0,0.1299
21,53909.75,83,9.24,0,58,21.45,South,Premium,0,0,0.3674
50,27100.6,57,28.54,4,4,63.9,East,Premium,0,0,0.3691
61,62578.56,30,45.57,3,26,99.0,West,Standard,0,1,0.5942
31,23501.55,83,26.28,2,34,33.53,Central,Basic,0,0,0.1728
62,58295.62,6,60.7,1,20,58.22,Central,Premium,0,1,0.5782
55,56687.27,3,24.05,0,32,52.75,North,Premium,0,0,0.3084
28,41073.9,39,92.75,1,13,28.47,North,Premium,0,1,0.6103
48,26534.53,15,43.6,2,36,57.77,South,Standard,0,0,0.4431
46,77811.89,27,82.28,3,36,87.95,East,Basic,0,1,0.868
45,52566.7,74,96.41,2,29,25.78,North,Standard,0,1,0.7078
58,57003.54,30,1.98,3,15,74.52,North,Standard,0,0,0.2697
29,25715.01,59,89.4,3,8,47.63,West,Premium,0,1,0.6625
34,62326.39,110,72.52,4,45,4.53,South,Standard,0,1,0.7103
28,50700.67,87,29.42,1,9,28.87,South,Basic,0,0,0.2327
20,41790.69,113,72.45,2,31,90.12,South,Standard,1,1,0.8935
56,41519.19,24,57.5,2,48,26.65,West,Basic,0,1,0.5841
34,21200.83,15,3.48,1,24,90.89,South,Basic,0,0,0.3868
50,71601.35,27,44.8,1,6,99.87,North,Premium,0,1,0.6243
45,53810.18,56,72.84,3,24,5.35,North,Basic,0,0,0.4765
42,66712.24,75,91.16,1,58,7.73,South,Basic,0,1,0.8003
47,41602.6,24,82.86,2,1,11.05,Central,Basic,0,0,0.3957
36,62732.43,22,69.3,1,25,33.72,West,Standard,0,0,0.4655
32,55894.41,88,24.86,0,53,42.64,South,Standard,0,0,0.4325
48,78383.5,103,86.64,3,26,44.08,North,Basic,0,1,0.7273
52,41603.56,86,78.03,3,34,15.11,East,Premium,0,1,0.7083
69,47768.35,98,66.42,3,33,76.53,West,Premium,0,1,0.8388
50,22261.99,29,81.08,1,56,11.8,West,Standard,0,1,0.6089
29,47361.17,59,58.52,2,48,20.54,West,Basic,0,1,0.5991
66,50821.08,106,97.36,1,35,24.46,North,Standard,0,1,0.7965
36,60292.24,57,98.12,4,6,16.13,Central,Basic,1,1,0.583
23,52294.94,114,54.83,4,10,15.26,North,Standard,0,0,0.4222
60,74110.58,94,37.56,3,5,10.04,Central,Standard,0,0,0.1836
66,54174.91,35,6.92,1,57,58.7,East,Basic,0,0,0.3416
29,85402.11,22,49.43,2,31,29.85,East,Basic,0,0,0.2889
23,63698.58,39,3.23,0,2,68.84,South,Basic,0,0,0.2774
20,57131.77,80,78.28,2,49,66.06,North,Standard,0,1,0.8634
43,87095.95,6,36.28,2,30,69.18,South,Basic,0,0,0.4995
48,49434.14,53,85.97,1,23,24.22,East,Standard,0,1,0.6579
48,77001.84,94,92.63,4,24,17.12,East,Basic,0,1,0.6328
41,39053.78,86,85.34,0,35,80.99,East,Standard,0,1,0.8815
32,71137.19,30,60.74,0,12,6.5,West,Basic,0,0,0.2817
23,41223.83,33,26.25,2,6,13.19,South,Standard,0,0,0.1407
