age,income,account_age_months,monthly_activity_score,support_tickets,num_logins,feature_usage_score,region,subscription_type,target,prediction,prediction_proba
54,25200.08,86,43.71,10,12,24.39,Central,Basic,0,0,0.3179
42,35963.65,119,11.06,7,8,4.37,East,Premium,0,0,0.22
47,43530.84,73,11.97,2,10,6.38,East,Basic,0,0,0.1232
43,31344.32,103,28.4,10,7,16.02,Central,Basic,0,0,0.2215
46,61803.56,40,28.5,5,4,2.53,South,Basic,0,0,0.1234
33,60718.44,104,24.5,6,9,12.26,East,Basic,0,0,0.2028
67,20542.41,2,16.48,9,19,32.61,Central,Basic,0,0,0.2217
45,25779.71,2,37.15,2,13,25.9,North,Basic,1,0,0.1794
31,41757.01,115,30.87,11,11,12.27,Central,Basic,1,0,0.208
41,15000.0,31,44.66,5,19,0.87,Central,Standard,0,0,0.1708
61,21250.22,18,9.72,8,13,22.31,West,Standard,0,0,0.1658
49,34887.6,3,3.34,9,8,25.18,West,Premium,0,0,0.1786
52,60658.91,106,21.97,6,3,35.98,Central,Premium,1,0,0.2094
24,63950.12,83,1.9,6,19,15.21,North,Standard,0,0,0.1508
20,33448.5,47,3.09,7,1,13.96,South,Premium,0,0,0.1785
28,46158.41,29,32.74,4,11,29.47,East,Basic,0,0,0.1006
51,33349.83,80,39.53,5,11,33.57,East,Standard,0,0,0.1555
31,22587.11,18,30.28,4,7,35.95,East,Basic,0,0,0.1463
44,26937.86,10,18.85,6,8,35.0,South,Basic,0,0,0.1674
55,15000.0,55,15.99,5,4,21.93,Central,Premium,0,0,0.1543
42,50520.53,57,44.32,10,2,5.88,South,Standard,0,0,0.2347
69,42732.64,8,17.04,5,6,16.39,Central,Basic,0,0,0.1671
39,20749.9,7,9.5,5,15,48.53,Central,Standard,0,0,0.1685
39,31830.81,110,1.99,9,1,22.72,East,Standard,0,0,0.2252
43,15000.0,38,18.49,4,4,28.9,East,Basic,1,0,0.1181
23,38680.12,107,4.02,3,18,44.52,West,Basic,0,0,0.2171
49,36238.84,84,23.35,10,6,40.2,South,Standard,1,0,0.2551
48,30966.24,31,15.76,8,18,32.15,East,Premium,0,0,0.1835
63,15000.0,66,5.31,4,13,11.65,North,Standard,0,0,0.1247
54,37506.17,92,20.39,9,7,29.88,Central,Standard,0,0,0.2055
18,37231.44,53,17.15,5,7,35.93,Central,Standard,0,0,0.1256
48,54191.12,51,2.43,11,18,45.87,South,Basic,0,0,0.1747
68,56952.8,99,26.96,7,19,22.89,South,Basic,0,0,0.3031
58,32958.81,15,41.15,7,18,39.81,Central,Standard,1,0,0.2009
69,48736.17,96,9.59,8,1,12.51,West,Standard,0,0,0.2207
43,34194.86,24,44.82,11,2,1.03,North,Standard,0,0,0.205
42,32159.64,39,40.94,5,17,8.06,North,Premium,0,0,0.1235
53,49299.06,8,4.84,6,11,35.31,East,Standard,0,0,0.1115
61,51424.81,30,16.95,6,3,11.12,West,Basic,0,0,0.0886
51,34434.1,67,34.2,7,14,1.33,Central,Premium,0,0,0.2217
39,45708.28,69,9.3,7,7,27.3,West,Basic,0,0,0.1628
60,40141.0,105,29.32,4,2,27.48,Central,Standard,0,0,0.1802
19,28660.81,109,45.75,7,1,37.47,Central,Standard,1,0,0.2928
22,25199.36,100,41.43,11,4,2.02,South,Basic,0,0,0.3769
65,15000.0,60,37.75,13,17,43.04,East,Basic,0,0,0.2753
30,35672.32,119,29.66,7,14,42.5,Central,Standard,0,0,0.2092
33,61241.95,20,3.75,5,3,23.52,South,Basic,0,0,0.0949
34,41878.84,57,26.51,3,15,30.29,West,Standard,0,0,0.1438
20,33440.44,75,16.55,10,15,43.94,Central,Standard,0,0,0.2128
46,35672.1,48,36.86,3,4,27.54,East,Basic,0,0,0.1362
66,34288.5,34,12.91,8,1,36.76,West,Basic,0,0,0.1433
61,39887.84,43,36.01,11,5,7.13,East,Premium,0,0,0.1818
59,45447.2,101,18.11,7,7,21.64,South,Basic,0,0,0.2141
53,61713.72,64,46.65,8,5,48.24,Central,Standard,1,0,0.269
23,24549.38,20,32.54,9,7,25.45,South,Standard,1,0,0.2197
49,21125.03,82,49.57,3,4,23.81,South,Premium,0,0,0.3149
50,66543.88,64,12.64,4,3,28.58,East,Standard,0,0,0.1293
60,50641.22,89,13.96,9,16,46.54,South,Basic,0,0,0.2307
64,32222.48,115,42.22,14,10,16.34,Central,Standard,0,0,0.2908
42,28617.87,84,26.2,6,0,8.09,South,Standard,0,0,0.2066
44,29745.49,111,9.7,11,13,28.33,South,Standard,0,0,0.2634
33,25960.36,69,36.63,6,10,16.54,South,Premium,0,0,0.2298
64,31582.21,70,3.18,10,9,13.68,South,Standard,0,0,0.179
68,46500.51,27,48.76,7,16,22.95,Central,Standard,0,0,0.3004
26,18859.83,71,8.07,10,7,28.07,North,Basic,0,0,0.226
38,48198.49,66,49.36,7,11,45.24,Central,Basic,0,0,0.2886
22,37146.07,87,47.41,8,5,26.18,West,Basic,0,0,0.2511
59,47725.42,52,10.62,6,1,44.24,North,Premium,0,0,0.1295
40,74223.72,14,8.95,10,6,14.18,East,Basic,0,0,0.1398
27,16601.81,43,31.92,7,6,42.85,East,Basic,0,0,0.2066
53,38931.55,21,13.72,5,5,26.17,West,Premium,0,0,0.0983
56,38207.53,115,42.35,9,4,25.19,East,Basic,1,0,0.2999
56,56458.4,40,35.35,5,3,18.74,East,Basic,0,0,0.11
65,63890.91,107,9.32,12,8,33.78,East,Standard,0,0,0.2421
22,37278.38,39,12.9,11,6,13.56,South,Standard,0,0,0.1365
24,57924.37,52,38.15,3,3,20.47,Central,Premium,0,0,0.1219
21,53576.57,67,19.98,4,14,42.91,Central,Premium,0,0,0.1615
53,52255.2,106,42.44,12,16,17.8,West,Basic,0,0,0.2692
58,59616.31,73,15.7,3,16,36.36,South,Premium,1,0,0.1932
36,39338.51,64,37.92,9,1,4.19,South,Basic,0,0,0.2509
36,32959.23,1,22.49,5,3,30.3,East,Basic,1,0,0.1385
69,22910.03,26,17.61,7,0,48.47,West,Standard,0,0,0.2387
46,32888.44,68,20.81,4,5,8.77,North,Premium,0,0,0.1307
29,29218.16,61,30.29,5,11,23.61,West,Standard,0,0,0.1812
34,44283.07,70,14.88,8,12,2.67,West,Premium,0,0,0.1748
52,27498.62,48,26.51,7,16,44.89,South,Basic,0,0,0.2496
39,31849.31,87,2.08,9,16,5.79,Central,Standard,0,0,0.1651
62,84124.7,4,45.96,6,16,21.07,West,Basic,0,0,0.2103
46,31843.16,100,43.91,6,2,41.19,South,Basic,1,0,0.3374
18,43012.56,118,40.85,7,14,23.95,Central,Premium,0,0,0.2616
35,29048.65,29,10.33,6,2,12.23,South,Basic,0,0,0.1301
29,32452.76,85,40.96,8,13,37.22,Central,Standard,0,0,0.2221
21,29823.47,96,24.22,4,19,49.03,South,Standard,0,0,0.3286
50,41385.81,37,21.06,8,8,49.02,North,Premium,0,0,0.1656
46,59891.56,48,9.46,9,18,3.55,South,Standard,0,0,0.1371
39,54546.58,80,24.87,6,15,4.0,West,Basic,0,0,0.1403
42,35795.9,45,20.12,7,13,12.87,South,Basic,0,0,0.1632
58,55045.82,6,8.64,8,4,48.26,South,Standard,0,0,0.1776
66,24423.65,64,0.12,6,0,21.98,Central,Standard,0,0,0.1754
19,19485.89,39,11.92,6,5,41.28,West,Basic,0,0,0.1392
29,62212.51,54,19.47,8,15,11.48,West,Basic,0,0,0.1505
31,37506.97,39,25.14,11,10,34.44,East,Standard,0,0,0.18
47,15000.0,53,36.25,6,16,49.51,West,Basic,0,0,0.2469
65,41808.08,74,34.14,3,4,27.65,Central,Standard,0,0,0.1975
66,48268.99,9,44.73,7,3,42.55,West,Basic,0,0,0.2367
69,15000.0,69,34.81,7,11,12.6,North,Premium,1,0,0.2463
47,55958.58,50,35.65,5,9,0.22,South,Basic,0,0,0.1559
42,24029.32,100,1.04,9,3,33.54,North,Standard,0,0,0.2253
22,35957.31,71,44.53,7,2,29.16,North,Premium,0,0,0.2402
52,45627.5,60,30.87,6,13,6.61,South,Basic,0,0,0.177
35,48101.83,99,23.59,6,2,38.36,East,Basic,0,0,0.2226
49,16049.44,66,16.36,7,14,34.02,Central,Standard,0,0,0.2212
36,31723.08,100,16.81,7,1,0.08,West,Standard,0,0,0.1747
60,28292.24,45,45.48,9,14,5.91,Central,Basic,0,0,0.2075
57,50916.91,93,24.58,5,6,23.07,Central,Basic,0,0,0.1236
39,69630.22,91,8.14,7,19,28.27,East,Basic,0,0,0.1858
53,24180.19,69,21.78,6,14,26.48,South,Standard,0,0,0.1812
68,28627.23,11,24.25,10,11,23.15,North,Standard,0,0,0.233
26,77647.23,2,44.04,6,6,33.66,East,Basic,0,0,0.1984
69,33613.24,49,4.19,4,5,22.48,East,Standard,0,0,0.1812
66,35435.17,101,17.96,7,2,31.53,South,Standard,0,0,0.2282
46,39638.59,76,43.02,7,13,24.85,West,Basic,0,0,0.2382
62,43852.91,112,24.12,5,19,44.57,South,Premium,0,0,0.2494
34,31122.53,106,23.27,6,10,19.68,Central,Basic,0,0,0.1596
22,61769.21,3,37.8,5,3,20.89,South,Basic,0,0,0.1601
20,39356.77,37,43.28,7,8,15.72,East,Standard,0,0,0.2058
45,43771.09,101,2.25,11,3,10.38,North,Premium,0,0,0.1776
41,23082.54,99,33.35,8,5,36.46,South,Premium,0,0,0.3297
62,55432.96,93,10.36,9,15,7.91,Central,Basic,0,0,0.1741
46,37258.65,114,11.08,4,16,48.03,West,Basic,0,0,0.2103
53,47293.67,59,44.44,8,0,21.4,East,Basic,0,0,0.2097
32,31122.99,40,43.86,6,19,13.94,East,Basic,0,0,0.1541
63,15000.0,101,4.33,2,19,17.66,West,Premium,0,0,0.178
22,47089.72,76,25.08,7,1,7.34,North,Premium,0,0,0.1872
30,37654.12,110,32.48,4,6,14.96,Central,Premium,0,0,0.1747
53,50798.57,98,22.99,6,4,22.03,Central,Standard,1,0,0.1692
67,15000.0,1,46.46,5,2,41.26,West,Premium,0,0,0.3082
65,81139.76,77,35.66,13,6,24.19,North,Standard,0,0,0.2769
42,43116.56,51,44.31,5,2,26.66,South,Standard,0,0,0.1912
30,52692.5,103,26.34,5,12,12.88,Central,Standard,0,0,0.1794
62,58429.39,8,44.49,3,3,26.48,South,Basic,0,0,0.2145
34,28900.5,89,26.49,11,16,46.79,Central,Basic,0,0,0.247
52,43003.91,57,15.22,12,8,28.48,South,Standard,0,0,0.1861
42,35287.05,93,23.35,10,14,35.07,East,Premium,0,0,0.2521
30,40228.94,112,8.7,7,11,47.17,Central,Basic,1,0,0.1741
41,33841.06,112,47.27,6,4,8.53,Central,Basic,1,0,0.2473
67,15000.0,101,32.22,10,9,44.2,East,Standard,0,0,0.3186
22,27361.77,38,45.94,4,15,37.5,East,Standard,0,0,0.2235
66,40568.24,44,1.81,6,12,1.32,North,Basic,0,0,0.0916
21,49904.4,42,33.61,8,19,30.36,West,Premium,0,0,0.1939
52,44890.97,11,36.25,3,13,47.77,South,Premium,0,0,0.1957
42,39241.24,17,4.29,10,12,35.09,West,Premium,0,0,0.1817
33,44539.54,100,33.47,10,19,25.25,East,Standard,0,0,0.2566
67,53078.52,56,40.89,10,1,35.88,North,Basic,0,0,0.2486
18,49268.5,67,5.93,8,1,17.9,West,Basic,0,0,0.1704
51,45203.18,17,7.0,8,15,41.29,Central,Basic,0,0,0.1355
66,62333.3,112,0.31,10,1,13.8,East,Standard,0,0,0.2516
67,62414.88,79,30.88,9,11,33.9,West,Basic,0,0,0.2425
30,46903.24,11,12.03,5,10,25.06,Central,Standard,0,0,0.0953
66,47172.21,62,17.15,4,6,21.81,South,Basic,0,0,0.1353
29,64970.42,8,13.52,4,4,24.34,North,Basic,0,0,0.1002
25,30150.09,26,28.28,10,6,11.25,East,Premium,0,0,0.2157
47,36646.19,109,12.59,4,3,33.75,South,Standard,0,0,0.1602
39,42206.31,85,34.39,4,18,45.02,East,Standard,0,0,0.2072
68,48651.09,112,47.42,6,8,3.39,East,Premium,0,0,0.304
19,35514.6,57,26.97,10,8,19.71,Central,Premium,0,0,0.2021
32,41700.77,114,9.46,7,13,42.21,South,Standard,0,0,0.2237
53,43835.74,92,14.58,7,14,6.55,South,Standard,0,0,0.1824
45,19226.67,58,34.03,7,6,39.04,East,Standard,0,0,0.2461
62,49827.11,82,14.36,7,3,31.63,South,Premium,0,0,0.1947
38,39224.68,36,41.32,10,1,27.43,North,Basic,0,0,0.1936
46,57497.0,20,46.2,8,14,26.58,East,Basic,0,0,0.1942
23,50633.42,48,6.4,6,18,8.47,East,Standard,0,0,0.1114
35,57194.79,84,20.65,9,15,31.09,North,Standard,0,0,0.2318
26,29646.94,37,2.93,6,13,25.72,North,Premium,0,0,0.1302
29,33163.15,51,19.69,9,9,37.75,North,Standard,0,0,0.193
39,29701.67,64,3.07,5,19,35.32,West,Premium,0,0,0.1865
68,49797.64,103,45.46,10,11,41.82,East,Standard,1,0,0.3461
37,24793.41,78,49.62,5,3,20.18,North,Standard,0,0,0.2737
63,42381.14,61,38.01,8,13,35.34,East,Basic,0,0,0.1984
30,35047.51,81,49.3,11,6,47.43,Central,Standard,1,0,0.284
64,31326.16,52,48.38,4,5,5.26,South,Premium,0,0,0.2214
37,49098.28,19,47.93,8,4,41.85,South,Standard,0,0,0.2604
18,33824.02,25,24.9,8,12,30.53,North,Basic,0,0,0.1765
19,15677.3,65,10.8,8,2,25.82,North,Standard,0,0,0.2794
60,46197.29,37,22.38,10,13,15.02,West,Basic,0,0,0.1505
48,49824.19,61,46.84,1,7,45.39,East,Basic,0,0,0.2568
62,66597.47,52,7.09,6,5,0.64,East,Premium,0,0,0.1205
19,42146.79,43,27.87,12,9,4.11,South,Basic,1,0,0.1877
23,25060.36,77,14.32,7,13,16.08,West,Premium,0,0,0.2224
67,36759.29,116,25.12,8,6,1.46,North,Basic,0,0,0.2555
24,34081.2,84,1.7,6,0,15.02,North,Basic,0,0,0.1374
37,25044.78,108,16.96,7,2,49.3,West,Standard,0,0,0.2299
69,32027.11,68,23.31,14,10,19.02,West,Premium,0,0,0.2237
20,31176.25,19,30.69,6,0,7.34,East,Basic,0,0,0.1112
68,58702.59,90,48.04,6,11,41.08,West,Standard,0,0,0.3305
37,19635.96,27,37.35,7,3,5.53,West,Basic,0,0,0.1673
36,45946.68,86,28.58,6,4,23.37,Central,Premium,0,0,0.1901
35,30419.47,113,34.46,4,1,46.18,North,Standard,0,0,0.24
57,68195.54,104,29.28,12,12,20.43,East,Standard,0,0,0.2619
66,35753.37,39,15.24,7,0,30.47,South,Basic,0,0,0.1559
63,23973.6,30,28.69,3,4,39.48,East,Standard,1,0,0.2211
27,56089.83,96,7.26,7,1,11.79,South,Basic,0,0,0.1907
30,48049.85,82,11.48,7,18,21.33,North,Premium,0,0,0.1432
36,45720.21,61,44.66,8,19,17.19,East,Standard,0,0,0.2252
63,49333.99,78,47.25,12,2,37.51,South,Premium,1,0,0.3414
69,67291.96,119,30.35,8,11,8.69,South,Basic,0,0,0.354
53,56258.86,2,34.99,7,6,34.61,North,Basic,0,0,0.1357
30,58094.77,60,22.39,12,19,47.07,East,Basic,0,0,0.2165
49,22156.83,79,8.65,5,1,27.98,West,Standard,0,0,0.1703
60,46189.5,21,46.3,15,7,5.76,North,Basic,0,0,0.1666
31,56027.62,76,37.01,11,0,23.0,West,Basic,0,0,0.2121
60,15000.0,6,35.26,9,17,13.15,East,Standard,0,0,0.2076
33,23893.65,15,42.56,11,2,43.57,South,Premium,0,0,0.3075
59,42789.75,11,9.46,7,12,17.72,Central,Basic,0,0,0.1265
19,26512.19,71,35.7,5,9,5.72,West,Standard,0,0,0.2381
67,45400.66,52,6.6,5,11,32.08,East,Standard,0,0,0.1126
31,36864.02,97,35.78,9,5,16.39,Central,Premium,0,0,0.2201
38,50343.16,57,42.69,8,11,43.1,South,Basic,1,0,0.2779
57,21195.56,20,1.07,3,12,34.89,Central,Standard,0,0,0.1381
68,37570.05,116,24.48,5,1,45.64,West,Basic,0,0,0.2751
34,46025.29,118,17.2,6,19,19.77,South,Standard,0,0,0.1795
68,58764.74,33,34.58,4,0,14.08,North,Standard,0,0,0.1516
34,44890.57,9,28.76,8,9,31.64,Central,Standard,0,0,0.1591
44,34331.03,81,15.58,12,11,46.61,East,Basic,0,0,0.2057
30,46444.51,17,27.74,4,2,16.14,Central,Basic,0,0,0.1011
19,48359.63,95,3.88,9,2,49.98,South,Standard,0,0,0.2667
61,53939.85,88,20.36,6,4,42.19,West,Standard,0,0,0.1803
58,29908.62,48,39.48,10,3,21.28,West,Premium,0,0,0.219
56,44259.49,115,3.08,7,18,35.83,Central,Premium,0,0,0.1836
46,15368.59,37,28.53,3,8,49.63,West,Standard,0,0,0.2447
23,51012.54,77,0.79,7,16,34.0,South,Premium,0,0,0.2058
58,56470.14,67,28.92,5,8,5.55,North,Standard,0,0,0.1349
39,41291.72,70,44.35,5,18,41.01,North,Basic,0,0,0.2461
55,15391.5,35,47.13,12,17,31.88,South,Basic,0,0,0.3286
29,22703.0,73,46.85,6,7,0.36,South,Basic,0,0,0.3114
31,17480.27,98,25.84,5,8,49.7,South,Standard,0,0,0.3072
64,50125.17,55,4.28,4,12,44.81,South,Premium,0,0,0.154
49,50305.79,67,10.31,3,12,46.02,Central,Premium,0,0,0.1392
31,26725.37,24,38.72,6,13,5.1,East,Standard,0,0,0.1325
62,46163.9,97,18.29,8,12,5.24,West,Standard,0,0,0.1632
38,39787.72,109,27.04,14,2,34.4,South,Premium,0,0,0.2885
67,44105.62,65,15.69,6,18,37.07,Central,Standard,0,0,0.1716
43,34301.07,106,13.92,5,13,20.84,East,Standard,0,0,0.1648
28,20624.62,113,36.1,8,10,15.77,North,Basic,0,0,0.2217
46,60552.29,96,17.02,6,2,11.4,South,Premium,0,0,0.1688
59,19120.67,56,3.98,6,16,24.19,North,Standard,0,0,0.1284
40,49825.66,34,25.69,5,11,4.74,North,Basic,0,0,0.0877
25,29940.7,90,48.35,5,15,36.82,South,Basic,0,0,0.3595
19,33005.86,107,17.07,6,6,2.03,South,Premium,0,0,0.2239
49,56987.24,23,9.75,6,9,25.52,East,Basic,0,0,0.0968
69,32549.18,45,29.11,8,19,32.06,East,Standard,0,0,0.2666
51,22071.92,57,31.77,3,16,38.55,East,Standard,0,0,0.2117
20,17292.2,1,32.21,8,17,22.9,North,Premium,0,0,0.2729
51,38795.05,67,33.01,9,7,37.59,East,Basic,0,0,0.2303
65,54870.38,89,10.82,8,14,20.43,East,Standard,1,0,0.1668
51,19353.44,112,20.81,5,6,6.0,South,Basic,1,0,0.2242
24,56095.61,9,38.64,9,4,5.72,East,Standard,0,0,0.1873
53,42041.97,34,48.97,5,16,47.18,West,Premium,0,0,0.2606
43,42380.79,43,19.82,12,4,18.34,West,Basic,0,0,0.1359
61,27247.22,29,9.65,10,12,26.23,South,Standard,0,0,0.1733
60,50520.68,97,17.9,6,8,41.27,West,Basic,0,0,0.1907
34,49687.84,96,8.62,3,12,41.62,East,Standard,0,0,0.1731
25,20038.29,82,26.34,11,6,28.21,North,Standard,0,0,0.2639
50,49202.02,4,30.75,4,13,19.71,East,Premium,0,0,0.1359
46,30243.43,6,10.44,5,10,23.66,West,Basic,0,0,0.1129
41,26712.34,51,24.44,4,4,22.74,South,Standard,0,0,0.1504
43,50697.97,70,40.29,12,12,1.12,North,Basic,0,0,0.2208
51,47992.32,49,43.38,7,9,11.08,Central,Premium,0,0,0.1506
30,61923.15,7,43.04,4,19,48.34,South,Standard,0,0,0.2808
47,34686.36,8,32.03,8,15,39.37,North,Premium,0,0,0.2142
42,60645.65,108,16.55,9,9,23.17,North,Premium,0,0,0.2128
43,15000.0,117,4.33,11,19,29.22,Central,Standard,0,0,0.2025
58,61197.65,85,42.33,7,8,14.77,South,Basic,1,0,0.267
43,45651.19,102,37.78,3,9,32.08,Central,Premium,0,0,0.2023
65,29683.33,56,40.8,10,2,22.05,South,Premium,0,0,0.2885
35,42768.13,89,18.31,10,11,46.42,Central,Basic,0,0,0.204
57,57092.84,99,48.27,9,9,36.22,North,Premium,0,0,0.3141
42,35352.18,103,0.66,8,12,29.03,Central,Standard,0,0,0.1747
19,58737.78,45,5.2,7,13,29.72,South,Standard,0,0,0.1507
61,29435.72,94,6.79,5,14,23.34,South,Basic,0,0,0.1923
50,35855.09,58,38.16,7,8,22.12,North,Basic,0,0,0.1582
61,20562.62,85,16.58,9,2,17.63,West,Premium,0,0,0.1978
26,34008.05,83,18.13,8,5,43.56,East,Basic,0,0,0.1706
64,33618.06,24,11.85,5,19,25.07,Central,Basic,0,0,0.0965
24,31022.66,45,13.02,4,11,10.52,West,Basic,0,0,0.1042
41,58824.79,61,30.62,8,19,38.39,Central,Basic,1,0,0.22
31,33813.63,80,7.51,4,0,6.97,West,Basic,0,0,0.1133
31,47568.0,114,26.67,4,18,48.27,South,Premium,1,0,0.277
44,29747.05,21,17.77,9,4,39.65,West,Standard,0,0,0.1676
37,41118.76,89,32.9,4,1,2.18,East,Premium,0,0,0.1696
20,49243.5,57,25.5,9,19,12.37,North,Premium,0,0,0.1757
62,46175.59,54,37.4,5,9,31.2,North,Basic,0,0,0.1276
26,53064.12,33,27.34,8,6,40.6,East,Basic,0,0,0.1574
18,39565.51,61,6.73,6,13,19.85,West,Standard,0,0,0.1505
67,42734.83,48,12.25,19,3,24.78,East,Standard,0,0,0.1986
50,25672.18,21,23.43,5,19,8.07,South,Standard,0,0,0.1279
27,23340.23,8,22.24,2,11,9.6,Central,Standard,0,0,0.1392
54,37040.23,66,29.33,8,18,49.38,Central,Basic,0,0,0.2428
33,33338.11,116,25.09,7,4,41.05,North,Basic,0,0,0.237
67,51809.62,42,9.65,5,18,35.2,Central,Premium,0,0,0.1212
62,32826.55,106,20.67,6,1,7.43,West,Basic,0,0,0.155
46,43937.22,11,15.36,8,4,25.22,West,Premium,0,0,0.1393
58,35844.15,86,25.88,6,6,18.91,Central,Standard,0,0,0.1608
20,17422.86,58,48.8,9,19,6.52,South,Premium,1,0,0.3103
41,15000.0,88,27.41,6,19,35.32,Central,Basic,0,0,0.2363
29,35767.29,37,17.23,6,16,5.68,South,Standard,0,0,0.0874
66,38864.84,1,42.6,6,0,48.8,South,Premium,1,0,0.2683
24,66591.37,9,20.94,11,9,8.51,North,Standard,0,0,0.1776
39,15000.0,103,1.34,4,2,33.66,East,Standard,0,0,0.2025
48,19179.77,79,28.85,13,10,23.7,Central,Basic,0,0,0.2518
65,15000.0,66,17.48,9,17,46.85,North,Standard,0,0,0.2515
40,33057.63,62,44.62,10,19,26.69,Central,Basic,0,0,0.2986
20,59851.0,48,49.86,9,3,42.25,North,Basic,0,0,0.2723
49,32767.68,5,16.89,6,6,24.1,South,Basic,0,0,0.1608
37,38988.39,12,3.07,9,13,36.28,North,Basic,0,0,0.1699
69,20405.84,80,39.78,6,5,36.39,East,Standard,0,0,0.3009
18,28525.96,1,7.63,9,17,26.7,West,Premium,0,0,0.255
51,15000.0,74,10.95,4,8,25.04,North,Standard,0,0,0.1511
49,25505.55,5,29.78,3,14,15.09,Central,Premium,0,0,0.1943
49,36795.28,53,8.81,8,7,38.11,East,Standard,0,0,0.1607
24,51827.19,76,26.28,3,4,30.99,West,Basic,1,0,0.144
35,68382.22,32,39.72,10,15,18.08,West,Premium,0,0,0.1895
43,47233.07,101,7.79,4,2,14.73,West,Basic,0,0,0.1431
34,32192.42,65,45.97,5,11,49.31,Central,Premium,0,0,0.2795
48,48699.63,103,41.24,6,10,21.3,West,Basic,1,0,0.2244
55,37196.52,40,12.17,5,10,42.03,West,Premium,0,0,0.1158
69,64934.72,16,8.4,8,12,46.42,Central,Premium,0,0,0.2177
67,62737.1,91,41.22,7,9,37.02,East,Basic,0,0,0.2561
66,56508.14,110,42.02,9,5,35.79,East,Basic,1,0,0.3193
19,64101.8,65,9.15,6,0,45.25,South,Premium,0,0,0.188
38,52829.18,85,46.18,7,10,22.53,Central,Standard,0,0,0.2486
61,19101.52,100,46.15,7,6,7.55,South,Basic,0,0,0.3653
68,52200.98,19,34.77,11,2,13.45,South,Basic,0,0,0.2148
42,34359.71,47,34.65,1,14,37.95,South,Standard,0,0,0.2201
62,36011.04,5,48.88,3,9,0.05,West,Basic,0,0,0.217
22,58823.45,76,24.62,8,1,34.2,South,Basic,0,0,0.2631
19,24465.85,94,13.31,5,13,4.42,South,Basic,0,0,0.2678
54,22231.5,21,36.61,5,11,24.17,West,Basic,1,0,0.1513
61,21484.69,112,21.99,6,0,7.65,North,Premium,0,0,0.1678
19,32363.61,36,21.37,13,11,16.33,Central,Basic,0,0,0.1525
46,61718.52,53,38.27,7,6,27.52,Central,Basic,0,0,0.167
54,34393.23,38,29.14,5,7,35.71,South,Premium,0,0,0.1492
48,25011.78,71,27.29,6,2,15.43,North,Basic,0,0,0.1818
29,52529.96,96,38.09,5,17,27.42,Central,Basic,0,0,0.1664
39,15000.0,66,38.89,7,8,11.9,West,Premium,0,0,0.271
55,63415.32,56,0.72,4,8,45.34,East,Premium,0,0,0.1619
64,69898.56,6,28.3,8,13,22.01,South,Basic,0,0,0.1992
