age,income,account_age_months,monthly_activity_score,support_tickets,num_logins,feature_usage_score,region,subscription_type,target,prediction,prediction_proba
45,57442.34,20,62.32,4,6,40.15,East,Premium,1,0,0.3466
46,28906.74,49,79.08,3,17,62.13,Central,Basic,1,1,0.7486
61,15000.0,38,68.92,7,14,5.6,East,Standard,0,0,0.3716
60,60954.16,41,72.75,4,34,69.51,West,Standard,1,1,0.8034
64,95052.7,52,41.18,2,28,78.91,North,Standard,0,1,0.6336
51,48100.78,30,68.0,4,32,65.87,North,Basic,1,1,0.7541
63,31046.13,74,81.38,4,11,60.48,East,Premium,1,1,0.7965
33,52253.1,114,55.12,4,0,32.53,West,Standard,1,0,0.3668
35,99197.42,104,47.95,2,14,72.12,East,Basic,1,1,0.6752
47,51794.15,11,68.99,4,43,36.72,East,Standard,1,1,0.653
67,74085.96,13,50.96,6,31,44.55,Central,Basic,0,0,0.3812
26,45998.76,84,37.86,4,51,3.4,West,Basic,0,0,0.2655
69,55608.56,70,39.66,5,49,47.47,South,Premium,0,1,0.5166
18,68943.98,94,8.53,4,9,25.49,Central,Basic,0,0,0.1569
45,57271.73,104,21.97,3,18,19.68,East,Basic,0,0,0.1938
25,41192.31,27,67.79,5,0,50.73,South,Standard,0,0,0.3833
54,59788.12,34,83.74,2,49,15.18,North,Premium,1,1,0.5834
69,58755.64,33,32.58,2,8,78.91,North,Standard,0,0,0.4844
47,69308.16,17,37.86,3,31,22.82,West,Premium,0,0,0.1842
56,67829.37,34,38.96,3,40,57.59,East,Basic,0,0,0.4815
64,56576.57,19,80.0,2,29,37.11,Central,Basic,1,1,0.6423
50,79564.69,67,71.84,5,26,71.94,North,Premium,1,1,0.7828
61,32234.97,5,73.06,8,8,27.65,West,Basic,1,0,0.4798
41,46988.05,5,62.68,1,54,5.97,South,Premium,0,1,0.57
43,85571.77,26,35.67,1,5,61.06,West,Premium,0,0,0.3784
19,53062.92,96,84.03,3,10,30.84,West,Premium,1,1,0.6781
49,60050.08,62,40.0,4,6,71.72,South,Premium,0,1,0.5676
38,98488.24,10,50.51,7,14,12.3,Central,Basic,0,0,0.2958
51,53792.64,110,61.15,4,11,19.5,East,Basic,1,0,0.4626
62,54865.34,55,35.52,1,46,4.58,Central,Premium,0,0,0.2517
39,15000.0,102,51.45,1,23,44.58,Central,Basic,1,0,0.3895
30,38903.82,15,59.59,4,37,5.49,West,Standard,0,0,0.3661
60,62916.73,119,30.86,2,29,76.88,East,Basic,1,1,0.6185
63,29206.95,59,25.33,2,8,60.46,West,Basic,0,0,0.3529
33,73882.46,97,74.95,2,30,44.82,North,Standard,1,1,0.6494
68,41930.42,69,10.5,0,12,27.05,North,Premium,0,0,0.1723
50,25065.39,57,21.94,4,20,50.04,Central,Basic,0,0,0.1948
33,30454.09,8,65.46,4,12,68.2,Central,Basic,0,1,0.6315
60,56579.74,58,61.33,3,57,24.79,West,Standard,0,1,0.6765
27,40071.04,18,41.68,1,10,74.68,North,Standard,1,1,0.5019
28,34636.45,69,2.75,0,12,63.05,North,Basic,0,0,0.3364
41,60102.97,73,76.51,5,4,75.18,Central,Premium,1,1,0.7526
66,67372.05,67,20.71,4,10,9.49,North,Premium,0,0,0.1335
55,47489.45,1,81.17,9,8,8.08,West,Premium,0,0,0.4544
44,36334.06,25,18.45,7,31,10.3,East,Basic,0,0,0.1608
22,42384.57,11,58.66,2,59,41.35,Central,Standard,0,1,0.5367
60,45740.28,67,54.99,3,39,48.86,South,Premium,1,1,0.5458
24,69950.87,65,59.82,4,2,33.5,East,Basic,0,0,0.2612
59,39300.35,19,20.73,5,17,44.67,Central,Basic,0,0,0.1428
24,95443.45,98,44.1,1,58,61.04,South,Standard,1,1,0.7279
47,40482.27,19,44.11,1,50,65.37,North,Basic,1,1,0.6503
64,16137.0,106,7.11,2,24,40.41,Central,Basic,0,0,0.1506
49,68239.68,66,28.66,3,11,81.34,West,Basic,0,1,0.5245
25,33332.14,35,29.66,1,37,51.14,North,Basic,1,0,0.3423
18,29560.9,85,78.01,4,4,17.71,South,Premium,1,1,0.5969
68,53146.75,29,12.38,5,52,44.94,South,Standard,0,0,0.2382
68,66337.46,105,75.48,3,53,2.11,South,Basic,1,1,0.6334
61,62330.73,6,52.69,5,28,38.72,West,Standard,0,0,0.3472
34,66755.8,111,35.11,2,48,81.47,West,Basic,1,1,0.7598
26,60424.47,45,9.21,2,38,63.51,South,Basic,0,0,0.3314
49,77092.79,26,64.84,6,25,72.4,West,Basic,1,1,0.6744
46,47632.38,62,28.76,4,21,70.78,West,Premium,0,0,0.4527
37,59531.69,93,57.76,4,2,46.51,North,Premium,0,0,0.4181
38,22753.45,25,47.44,3,5,32.35,Central,Basic,0,0,0.1925
26,81361.13,117,60.35,6,38,32.38,South,Standard,0,1,0.6383
35,75931.77,107,31.06,4,37,47.73,West,Basic,0,0,0.3579
30,34840.11,94,84.09,0,26,80.04,East,Premium,1,1,0.8759
33,50317.98,79,78.95,7,16,69.61,North,Premium,1,1,0.8117
47,68952.0,24,64.53,4,19,62.17,West,Basic,1,1,0.6066
19,63510.47,80,25.43,2,34,11.26,North,Basic,1,0,0.1941
42,48411.22,73,73.21,3,55,65.85,East,Standard,1,1,0.8857
18,83505.66,19,76.9,1,5,35.45,East,Premium,1,0,0.4689
47,67495.11,62,15.52,4,22,23.83,East,Basic,0,0,0.1293
20,78241.17,42,25.4,2,23,36.59,East,Premium,0,0,0.1616
21,48114.11,15,59.5,1,18,84.23,East,Premium,1,1,0.6977
22,79201.56,107,56.48,3,57,53.22,West,Premium,1,1,0.802
57,77098.36,7,71.54,2,17,59.66,South,Standard,0,1,0.6111
30,103743.69,14,11.3,5,51,0.49,West,Standard,0,0,0.2262
42,76792.8,42,35.93,0,57,83.87,East,Standard,1,1,0.683
31,72726.88,112,2.51,1,42,1.9,South,Premium,1,0,0.2002
35,19500.42,58,27.79,2,1,2.87,South,Premium,0,0,0.143
48,21551.71,39,21.12,2,47,22.84,East,Basic,0,0,0.1806
31,48539.1,86,48.71,2,42,56.87,South,Basic,0,1,0.7165
58,56770.66,3,43.13,2,54,38.31,East,Standard,1,0,0.3645
44,30128.05,9,53.64,3,44,83.01,West,Standard,0,1,0.6625
56,64798.79,50,28.18,3,3,74.88,West,Basic,0,0,0.3807
21,63121.94,52,29.1,4,38,22.08,Central,Basic,0,0,0.179
48,42214.11,101,43.55,3,30,56.29,North,Basic,0,1,0.5594
21,46926.74,90,21.11,3,7,17.83,Central,Premium,0,0,0.1432
34,71122.86,106,70.46,3,51,43.2,South,Standard,1,1,0.7534
38,31391.81,21,11.59,5,28,61.52,East,Basic,0,0,0.2212
65,52905.23,108,6.63,6,13,69.13,North,Standard,1,0,0.3733
52,29302.26,29,64.87,3,47,61.93,North,Basic,1,1,0.7619
60,46546.03,5,35.88,3,50,12.71,West,Basic,0,0,0.2366
28,15000.0,102,79.62,5,23,38.96,South,Basic,1,1,0.6892
55,62667.15,59,55.96,2,54,27.46,South,Premium,1,1,0.5895
39,59301.26,71,22.04,3,42,16.79,East,Premium,0,0,0.2416
42,70534.58,51,38.05,3,6,53.49,Central,Basic,1,0,0.313
33,49479.02,6,75.15,2,14,30.13,West,Basic,0,1,0.5062
42,49907.86,52,29.38,2,20,49.36,Central,Basic,0,0,0.2455
48,60920.39,107,64.58,6,44,23.98,West,Basic,1,1,0.7302
67,31296.52,78,56.35,0,32,10.31,North,Basic,0,1,0.5121
31,75675.41,83,78.03,6,41,39.83,Central,Standard,1,1,0.7012
20,38255.66,8,74.15,5,32,75.05,West,Standard,1,1,0.7515
51,46422.84,91,46.33,4,25,16.01,South,Basic,1,0,0.3391
58,90519.59,30,49.68,4,58,75.59,Central,Premium,1,1,0.6809
45,49425.22,50,69.72,2,41,56.4,South,Basic,0,1,0.8051
61,68446.44,9,46.21,5,27,27.78,North,Premium,0,0,0.2197
28,44583.71,27,27.72,5,40,57.2,West,Premium,0,0,0.4238
39,29549.34,117,17.35,3,22,41.13,Central,Standard,0,0,0.1854
42,45342.79,35,45.29,5,15,9.15,East,Standard,0,0,0.1262
49,68734.12,101,10.98,4,32,29.86,West,Basic,0,0,0.1919
39,15000.0,98,30.46,3,25,20.72,South,Standard,1,0,0.2402
60,58920.05,24,6.71,4,43,2.13,Central,Basic,0,0,0.1414
22,67588.35,83,75.23,4,41,20.34,North,Basic,0,1,0.7133
31,82152.13,118,51.43,3,23,35.35,South,Premium,1,0,0.4114
48,45313.91,89,51.45,4,0,68.57,West,Basic,0,1,0.6055
46,93763.11,118,46.91,5,21,66.64,East,Standard,0,1,0.5922
56,15000.0,73,80.07,2,28,75.44,East,Premium,1,1,0.861
45,22702.2,27,22.03,3,15,36.51,Central,Basic,0,0,0.1508
54,94582.8,2,10.03,5,35,10.06,East,Basic,0,0,0.1896
29,53945.68,95,13.61,4,9,48.11,South,Standard,0,0,0.2184
61,38631.2,109,65.73,3,34,40.38,South,Standard,1,1,0.6395
66,40060.3,118,49.96,3,11,5.71,South,Premium,1,0,0.3155
25,51508.8,38,31.33,3,31,83.62,North,Basic,0,1,0.5401
65,24820.34,62,15.22,3,7,19.11,South,Basic,0,0,0.1494
60,54749.61,21,31.41,0,2,61.34,South,Basic,0,0,0.3829
42,44309.09,49,16.29,4,3,34.91,Central,Premium,0,0,0.0932
54,56300.29,46,39.63,4,7,32.67,East,Standard,0,0,0.1376
54,47380.29,87,22.96,5,19,41.0,East,Standard,0,0,0.1583
60,67766.43,29,3.8,1,21,44.1,Central,Premium,0,0,0.161
33,64745.22,65,51.06,3,52,12.09,North,Standard,0,0,0.4591
34,66051.21,61,0.05,1,1,46.35,South,Basic,0,0,0.1745
41,53815.46,20,30.4,4,33,56.81,East,Basic,1,0,0.3892
36,54922.28,85,5.84,7,23,83.5,West,Basic,0,0,0.4304
54,86985.84,64,10.36,3,17,45.31,West,Premium,0,0,0.2088
26,51173.5,52,54.59,3,21,20.35,Central,Basic,0,0,0.3464
44,39507.57,8,3.99,3,37,2.62,South,Basic,0,0,0.1345
52,40548.58,6,25.03,8,13,62.32,East,Premium,1,0,0.2921
50,90308.33,5,40.02,5,11,47.59,North,Standard,0,0,0.236
37,33722.59,82,27.82,5,42,67.12,Central,Standard,0,1,0.5541
63,58793.37,93,3.69,4,41,58.18,East,Premium,0,0,0.4143
23,23687.31,40,44.24,2,38,37.88,Central,Standard,1,0,0.2861
45,42390.54,82,58.32,4,5,11.48,South,Basic,0,0,0.3358
35,82546.64,19,63.28,3,5,83.52,East,Premium,1,1,0.6664
45,62655.69,81,43.82,5,28,1.59,North,Premium,0,0,0.1873
23,52804.21,114,42.4,6,52,15.34,South,Standard,0,0,0.4052
60,47831.77,40,27.4,2,24,44.75,North,Standard,0,0,0.2107
43,76998.4,41,3.09,2,58,11.98,North,Standard,0,0,0.2025
37,70800.18,10,46.25,2,26,58.0,Central,Standard,1,0,0.4333
20,39975.31,68,81.15,5,44,44.34,South,Standard,1,1,0.7174
57,59798.72,32,35.64,3,1,82.94,South,Premium,1,1,0.5054
62,62390.54,105,58.56,3,54,12.35,East,Basic,1,1,0.6522
26,64262.32,95,23.14,2,56,44.93,Central,Basic,1,0,0.395
37,45960.97,35,80.1,5,58,82.84,East,Standard,1,1,0.8685
58,36578.32,50,46.68,3,8,37.49,West,Premium,1,0,0.2044
42,15000.0,67,42.29,3,0,52.14,Central,Standard,0,0,0.3938
60,73747.29,73,64.55,2,11,42.24,Central,Basic,1,0,0.4472
20,64145.46,47,27.48,2,32,80.68,West,Premium,1,1,0.5907
23,23215.87,112,83.12,3,13,22.63,North,Basic,1,1,0.6816
38,59114.82,44,77.13,9,50,14.11,South,Basic,1,1,0.6584
19,68047.28,98,34.65,3,58,4.25,South,Premium,0,0,0.377
43,51726.64,109,70.43,1,46,70.56,South,Basic,1,1,0.9141
47,38030.28,70,65.9,6,43,74.62,South,Basic,1,1,0.8346
44,72651.19,71,32.77,4,52,80.45,South,Premium,1,1,0.7595
33,50498.51,108,7.98,3,2,50.39,North,Basic,0,0,0.2593
51,76427.29,118,79.29,3,55,5.81,Central,Basic,1,1,0.7722
20,50066.96,10,5.62,2,11,77.65,South,Basic,0,0,0.2934
28,65613.68,105,8.97,5,32,8.25,South,Premium,0,0,0.1647
36,87494.46,45,31.34,5,50,72.76,Central,Standard,1,0,0.4953
38,46008.93,85,45.25,7,36,14.11,East,Premium,0,0,0.3148
27,72316.63,22,53.97,2,10,9.88,West,Basic,0,0,0.2466
42,45325.74,32,35.01,0,41,7.45,West,Premium,0,0,0.2157
29,57667.11,81,63.9,2,40,71.13,East,Basic,1,1,0.8355
34,51466.36,107,9.29,5,24,24.21,West,Premium,0,0,0.1743
28,49043.46,83,47.12,3,55,61.65,Central,Standard,1,1,0.6701
55,59561.71,8,57.36,1,35,44.69,North,Premium,0,1,0.5298
23,63080.11,103,28.27,2,12,68.31,South,Premium,0,1,0.5442
23,64280.39,57,17.35,5,39,38.99,Central,Basic,0,0,0.1903
33,60713.02,20,37.53,5,35,73.01,North,Premium,0,0,0.4927
69,47705.44,76,56.06,0,10,29.18,South,Standard,0,0,0.4253
58,83987.18,87,2.28,2,45,84.85,North,Basic,0,0,0.4804
45,25009.85,97,10.37,3,29,47.37,East,Premium,0,0,0.2367
18,36552.51,15,34.15,4,24,35.11,Central,Premium,0,0,0.1894
31,50165.79,55,7.96,3,9,76.42,South,Premium,0,0,0.3238
54,78977.62,55,7.28,4,3,71.88,Central,Standard,1,0,0.2984
58,91262.03,40,22.8,3,4,82.31,Central,Premium,0,0,0.4061
38,43864.74,42,26.7,2,36,74.44,Central,Premium,0,1,0.5018
38,40722.51,4,14.17,6,59,75.2,West,Standard,0,0,0.3926
24,72621.36,4,36.36,5,50,33.28,North,Basic,1,0,0.2585
20,63463.45,95,12.07,2,50,6.15,East,Basic,0,0,0.2676
67,53682.52,111,64.34,6,56,76.51,North,Standard,1,1,0.8558
29,32090.83,24,68.67,3,35,84.89,North,Standard,0,1,0.7787
62,54556.69,84,36.61,2,50,8.67,East,Basic,0,0,0.3026
52,32627.93,58,16.32,3,39,37.06,South,Standard,1,0,0.1657
19,42319.25,36,37.16,2,7,28.51,West,Premium,0,0,0.1752
66,52301.53,17,55.59,4,1,35.19,East,Standard,0,0,0.3101
18,31204.03,59,28.23,1,22,56.52,North,Standard,0,0,0.4225
62,43172.4,74,37.55,5,21,78.88,North,Premium,1,0,0.4888
33,60314.84,92,75.66,6,57,39.05,South,Standard,0,1,0.7645
31,39324.92,45,54.11,3,30,59.99,East,Premium,1,1,0.6403
27,69093.17,68,10.91,2,24,65.3,North,Standard,0,0,0.3792
26,83307.1,75,50.16,5,7,53.99,South,Standard,0,1,0.5058
65,60745.21,89,7.94,2,53,48.51,South,Standard,0,0,0.3441
36,57873.81,2,37.51,9,7,55.51,North,Standard,0,0,0.2556
61,61989.21,49,49.05,4,25,78.19,North,Premium,1,1,0.5656
48,49678.92,58,7.63,2,14,17.97,North,Standard,0,0,0.1054
23,31069.71,70,38.33,1,44,24.91,West,Basic,1,0,0.2892
64,76655.62,25,20.43,6,38,80.34,South,Standard,0,0,0.4361
50,41328.93,17,3.61,5,40,69.62,North,Basic,0,0,0.2988
40,88397.95,2,72.5,2,23,27.55,West,Premium,0,1,0.5029
56,26417.38,79,19.75,8,7,14.09,East,Basic,0,0,0.1838
39,47890.62,102,55.45,3,14,73.74,West,Basic,1,1,0.7383
58,42419.56,114,77.06,3,51,34.88,Central,Standard,0,1,0.7616
58,79426.67,77,4.91,2,8,84.53,East,Standard,0,0,0.4089
42,54487.18,27,9.97,2,35,77.58,West,Premium,0,0,0.3814
63,45676.01,9,81.14,1,21,21.67,Central,Premium,0,1,0.5807
57,50333.44,108,43.0,8,5,7.18,Central,Basic,0,0,0.2381
55,60844.73,12,24.94,3,30,16.7,East,Basic,0,0,0.1446
30,70842.79,30,84.23,6,31,9.95,West,Premium,1,1,0.5001
57,74320.99,82,12.35,5,11,74.61,Central,Standard,1,0,0.3294
65,101157.35,23,7.01,2,41,49.34,East,Standard,0,0,0.2684
68,60217.12,117,24.67,7,18,49.53,Central,Standard,0,0,0.288
64,45008.0,41,55.37,6,5,8.03,South,Basic,0,0,0.2586
36,59536.25,77,79.26,4,20,25.35,Central,Premium,1,1,0.649
45,38778.26,80,2.86,6,3,49.45,North,Premium,0,0,0.169
65,86919.43,2,30.25,5,5,60.27,Central,Standard,1,0,0.2754
34,31615.77,93,75.07,5,9,16.64,South,Premium,0,1,0.6327
30,54804.65,6,16.51,8,29,63.63,South,Basic,1,0,0.4144
53,37993.56,115,60.47,3,15,62.22,West,Standard,0,1,0.7068
24,47642.71,113,79.97,3,34,70.63,West,Basic,1,1,0.8583
55,68411.51,97,35.53,1,2,71.73,West,Basic,0,1,0.5369
35,28143.42,55,26.23,2,8,74.2,North,Standard,0,0,0.3889
18,45636.05,72,18.32,6,56,9.28,Central,Standard,0,0,0.286
65,62407.3,68,78.1,3,38,40.91,South,Premium,1,1,0.6648
35,53055.3,38,64.45,3,49,21.6,Central,Basic,0,1,0.5396
18,52273.66,6,29.15,2,25,68.87,West,Premium,0,0,0.4255
33,50436.56,12,11.43,4,20,36.01,West,Basic,0,0,0.1488
62,46974.84,1,73.63,3,10,18.52,East,Standard,0,0,0.4683
58,58501.24,91,25.84,1,3,42.48,North,Premium,0,0,0.2363
36,78267.07,97,22.68,2,6,36.94,East,Basic,0,0,0.2227
59,48264.44,80,78.12,3,3,13.65,East,Basic,0,0,0.4469
49,73948.27,98,50.49,2,20,68.06,North,Standard,0,1,0.6859
27,51132.86,48,36.95,1,1,29.35,North,Basic,0,0,0.1496
40,49660.78,63,61.09,1,36,31.57,East,Standard,0,1,0.5166
52,66347.11,99,81.52,4,6,45.97,East,Premium,1,1,0.6221
41,60869.79,83,54.77,3,13,28.67,Central,Premium,1,0,0.3549
50,46479.73,52,56.43,4,42,56.87,North,Premium,0,1,0.6931
28,79453.95,4,32.11,1,59,27.16,West,Basic,1,0,0.3046
52,70551.61,83,13.05,3,22,74.37,West,Standard,0,0,0.3895
39,40557.58,100,2.4,3,32,19.89,Central,Standard,0,0,0.1377
24,15000.0,25,0.05,10,47,59.74,Central,Standard,1,0,0.3259
49,15000.0,60,25.49,5,31,54.82,South,Premium,0,0,0.346
49,53820.19,11,43.44,5,3,62.35,West,Basic,0,0,0.4096
32,49723.22,114,76.19,2,53,54.61,West,Basic,1,1,0.8611
53,29563.45,17,6.19,4,20,33.11,East,Standard,0,0,0.1107
37,62094.58,11,82.94,4,22,29.77,South,Standard,1,1,0.527
65,41271.53,49,48.21,7,5,76.41,Central,Standard,0,1,0.5552
58,42131.17,51,41.05,5,30,10.83,North,Standard,0,0,0.1376
39,32179.66,79,48.2,2,25,77.04,Central,Basic,1,1,0.6968
24,64671.38,53,81.86,3,16,46.25,South,Basic,1,1,0.6056
43,74418.78,63,14.81,3,11,9.3,North,Standard,0,0,0.1231
36,37386.29,82,3.4,6,46,11.9,North,Premium,0,0,0.203
41,33561.39,48,80.52,5,23,72.42,Central,Basic,1,1,0.773
24,71189.67,7,40.88,2,9,70.94,South,Basic,0,0,0.4709
58,15444.6,59,63.34,4,9,44.77,North,Standard,0,0,0.4761
27,49902.68,26,32.54,4,42,78.67,North,Standard,0,1,0.5334
66,29636.24,53,64.96,2,45,48.19,East,Standard,1,1,0.6893
25,50378.35,70,49.07,2,43,20.12,West,Basic,1,0,0.3898
44,55946.96,41,23.2,3,18,78.19,West,Basic,1,0,0.3965
22,80365.07,2,53.82,5,18,44.52,East,Premium,0,0,0.3542
52,61670.09,38,8.97,5,4,83.07,East,Basic,0,0,0.2963
28,78705.52,82,77.74,4,33,11.84,South,Basic,0,1,0.6091
53,54537.68,53,8.95,5,47,33.43,South,Premium,0,0,0.1929
60,45196.28,76,4.47,2,28,9.98,South,Standard,0,0,0.1483
20,40565.84,28,36.93,4,56,8.47,South,Premium,0,0,0.3069
38,36235.66,84,49.13,4,28,25.33,West,Standard,1,0,0.3245
22,75395.51,89,36.13,4,28,11.34,South,Standard,0,0,0.2122
51,108016.42,79,16.06,6,9,26.5,East,Premium,0,0,0.2766
57,83150.41,85,71.83,3,48,48.99,South,Standard,1,1,0.7011
46,95276.86,64,70.68,8,51,36.46,East,Basic,1,1,0.6452
21,34407.5,77,40.92,4,0,56.27,Central,Premium,0,0,0.4149
52,57051.94,87,63.83,4,21,9.34,North,Standard,0,0,0.4818
38,56305.93,65,24.91,3,29,9.4,West,Premium,0,0,0.1834
58,45765.23,50,46.11,3,41,26.27,Central,Basic,0,0,0.311
62,72491.43,51,13.55,6,17,35.41,West,Standard,0,0,0.1207
47,65169.59,47,51.54,4,3,56.6,Central,Basic,0,0,0.4395
22,70900.81,44,38.77,4,26,72.89,East,Basic,1,0,0.4615
33,55420.19,89,67.85,3,9,44.64,North,Premium,1,0,0.4457
27,54033.41,93,68.64,1,26,43.01,East,Basic,0,1,0.5213
46,30995.58,112,17.63,3,36,66.57,North,Basic,1,0,0.49
21,40090.54,55,26.78,1,21,13.39,North,Premium,0,0,0.1691
50,19805.0,81,50.24,2,46,14.94,West,Basic,1,0,0.4731
28,37743.44,18,40.53,9,29,83.56,West,Standard,1,1,0.5252
35,40361.36,76,72.84,7,19,5.26,West,Premium,0,1,0.5685
60,46529.73,108,34.27,0,1,49.91,South,Basic,0,0,0.3314
