age,income,account_age_months,monthly_activity_score,support_tickets,num_logins,feature_usage_score,region,subscription_type,target,prediction,prediction_proba
32,72950.87,52,20.44,0,54,19.7,South,Standard,0,0,0.2697
61,74132.46,65,5.34,1,58,0.25,North,Basic,0,0,0.2745
66,71197.79,3,55.77,4,5,77.21,Central,Standard,0,1,0.504
62,54706.27,29,82.94,1,25,7.44,Central,Standard,0,0,0.4873
22,80667.58,9,4.25,3,13,0.23,Central,Premium,0,0,0.1191
61,102815.32,106,14.36,4,52,27.76,West,Premium,1,0,0.2328
69,76143.58,20,32.84,1,16,19.46,West,Basic,0,0,0.2038
61,58154.7,117,36.86,2,4,99.85,North,Standard,1,1,0.5944
69,60965.42,36,97.98,3,21,63.33,South,Basic,1,1,0.7889
51,75030.61,82,83.78,1,12,28.5,West,Premium,1,1,0.7018
44,57776.64,95,75.99,1,9,80.26,East,Premium,1,1,0.8255
31,74917.44,69,1.01,0,14,69.91,West,Basic,0,0,0.4316
68,31503.17,116,73.06,3,20,17.32,Central,Basic,0,1,0.5983
36,62192.98,32,45.98,2,11,15.4,Central,Standard,0,0,0.1773
34,72239.3,104,0.36,2,47,23.56,North,Basic,1,0,0.2404
35,64391.58,38,30.0,0,24,84.56,East,Basic,0,1,0.5385
68,89597.71,75,0.17,2,43,61.92,West,Standard,0,0,0.3712
59,36470.66,29,36.93,0,29,30.34,West,Standard,0,0,0.195
49,33213.0,91,18.6,4,27,56.04,Central,Basic,0,0,0.3037
31,55349.11,38,76.92,5,14,24.38,North,Standard,0,0,0.4734
61,15000.0,16,94.57,6,55,75.25,North,Premium,1,1,0.7311
51,49995.28,88,4.33,2,35,37.08,North,Premium,0,0,0.1882
37,18759.22,67,61.45,0,32,40.5,Central,Basic,1,1,0.5178
25,70903.74,7,96.66,1,20,9.55,Central,Basic,0,1,0.5278
56,75767.55,69,86.11,2,28,6.88,Central,Standard,1,1,0.659
31,42394.34,63,26.93,4,28,54.01,West,Premium,0,0,0.3597
46,50321.7,21,85.96,2,17,85.41,Central,Basic,1,1,0.8047
66,59445.32,48,77.68,3,44,47.6,East,Basic,1,1,0.7106
59,62503.38,87,60.5,3,28,94.49,South,Premium,1,1,0.8529
49,55729.44,118,93.4,1,3,68.31,South,Basic,1,1,0.8841
57,66194.01,73,82.74,2,20,90.26,Central,Premium,1,1,0.8557
34,85899.7,27,64.55,2,8,74.8,West,Basic,1,1,0.6178
63,56890.15,28,80.8,2,57,76.33,Central,Basic,1,1,0.8725
62,88296.04,94,87.38,7,33,24.82,East,Basic,0,1,0.6475
21,54825.3,3,66.69,2,8,11.73,South,Standard,0,0,0.3422
65,77937.58,66,21.77,3,49,50.41,West,Standard,0,0,0.4615
22,27798.91,19,61.79,0,1,21.37,East,Premium,0,0,0.3959
25,59895.01,66,44.91,0,24,19.54,East,Standard,0,0,0.2549
54,68320.69,69,62.99,3,29,94.41,North,Standard,1,1,0.8023
62,63215.24,78,34.54,2,10,17.66,Central,Basic,1,0,0.1491
26,74866.69,26,39.29,2,1,63.04,East,Standard,0,0,0.3983
20,66221.34,53,12.13,1,57,40.58,North,Basic,0,0,0.2302
24,47391.85,86,83.14,3,43,24.55,West,Standard,1,1,0.7672
53,59610.74,114,52.18,3,7,62.8,Central,Standard,0,1,0.6126
23,15000.0,119,0.35,2,28,54.06,South,Basic,0,0,0.3427
66,31369.54,5,51.09,4,37,24.69,South,Premium,0,0,0.3721
40,75749.22,53,36.21,2,46,48.32,South,Premium,1,0,0.4459
62,47229.68,32,68.32,3,0,26.44,Central,Premium,0,0,0.3223
66,41412.31,14,76.33,4,4,9.11,North,Basic,0,0,0.3209
54,49607.17,85,54.93,1,35,25.47,West,Premium,0,1,0.5131
45,50870.38,118,91.21,3,24,19.28,North,Premium,1,1,0.7389
60,32799.93,117,98.25,2,57,43.3,East,Premium,1,1,0.8344
49,37175.66,98,18.41,1,42,3.87,South,Premium,0,0,0.2323
36,48108.27,37,43.65,1,46,10.85,West,Premium,1,0,0.2873
62,43208.65,32,64.47,2,28,85.11,East,Premium,1,1,0.8016
58,50722.07,112,61.82,2,23,0.39,West,Basic,0,0,0.4806
53,33007.05,59,76.22,1,54,61.82,South,Premium,1,1,0.8642
37,38075.73,79,31.31,3,56,31.52,North,Basic,0,0,0.3442
47,75292.91,110,49.98,5,12,18.53,West,Premium,0,0,0.3444
21,45112.91,13,3.52,4,36,81.23,South,Basic,1,0,0.3992
60,51888.69,101,19.95,0,20,31.95,West,Standard,1,0,0.2533
48,78644.68,71,54.65,1,4,0.55,South,Basic,1,0,0.369
19,63371.46,96,93.18,0,59,32.65,North,Basic,1,1,0.802
29,87009.9,94,79.57,3,58,5.28,West,Basic,1,1,0.7148
64,28985.96,97,25.78,2,27,43.26,West,Basic,0,0,0.2439
30,59044.52,85,88.74,2,27,17.2,West,Basic,1,1,0.6746
54,53978.79,106,98.5,0,29,83.4,North,Standard,1,1,0.8776
25,71524.99,58,56.05,3,9,64.15,West,Standard,1,1,0.5669
26,55421.2,14,64.42,1,58,64.42,East,Basic,1,1,0.7754
69,32800.94,88,47.13,2,14,11.27,East,Standard,0,0,0.3256
21,42922.2,61,69.34,2,45,20.28,Central,Standard,1,1,0.5887
34,56338.31,40,46.98,2,16,46.6,Central,Basic,0,0,0.2336
60,41403.45,50,86.15,0,10,9.92,East,Standard,0,1,0.5497
45,48256.24,71,18.25,3,41,81.9,West,Basic,0,1,0.5769
52,57473.23,68,2.21,1,42,32.86,North,Premium,0,0,0.2234
32,75933.5,60,9.35,2,5,44.57,Central,Basic,0,0,0.1355
18,15000.0,77,59.24,2,12,13.29,North,Basic,0,0,0.4243
66,45643.56,23,21.5,4,18,21.21,South,Basic,0,0,0.1665
39,45472.04,34,88.23,1,3,92.32,South,Basic,1,1,0.8099
50,30074.72,118,91.9,1,3,20.54,East,Premium,1,1,0.672
38,15000.0,42,10.85,0,33,29.34,West,Basic,0,0,0.1779
32,60681.13,2,36.69,3,36,95.32,South,Standard,0,1,0.5815
64,50424.03,24,77.87,2,5,77.89,South,Standard,0,1,0.7301
58,89283.67,70,31.49,2,10,34.42,South,Premium,0,0,0.2696
66,64748.28,51,60.33,4,32,82.6,West,Basic,1,1,0.7911
36,46811.55,97,89.59,2,47,51.74,East,Premium,1,1,0.8613
69,32175.28,30,32.49,4,18,82.25,West,Standard,1,0,0.4127
68,76749.07,3,92.21,4,54,81.83,East,Standard,1,1,0.806
23,78992.76,62,79.28,5,12,54.95,West,Basic,1,1,0.7002
68,38570.61,22,10.03,3,41,91.66,Central,Standard,1,0,0.3521
46,52669.79,70,46.9,1,3,14.96,North,Basic,0,0,0.2651
30,72373.26,45,74.86,1,55,49.05,West,Basic,1,1,0.7487
45,71916.79,89,21.94,0,21,39.38,East,Basic,1,0,0.2475
32,56220.57,24,33.87,1,13,48.24,West,Premium,0,0,0.246
40,37796.15,43,53.64,0,44,64.26,Central,Standard,1,1,0.6756
18,75464.02,7,64.51,0,13,35.33,North,Basic,0,0,0.4115
67,49529.98,9,94.51,1,19,89.92,East,Basic,1,1,0.8229
63,35820.48,39,93.23,1,3,53.68,East,Basic,1,1,0.7022
55,24454.09,28,10.49,3,31,32.29,North,Basic,0,0,0.1395
21,89031.32,76,39.14,2,21,50.92,North,Basic,1,0,0.4476
28,57757.92,78,24.9,0,11,83.84,Central,Basic,0,1,0.5936
39,15000.0,47,40.16,1,6,79.78,Central,Premium,0,1,0.5132
49,63029.28,99,4.57,4,8,28.58,North,Standard,0,0,0.1585
26,66941.45,76,78.98,1,3,92.4,South,Premium,1,1,0.8431
28,57723.49,33,39.01,2,59,38.9,South,Basic,0,0,0.4013
63,38900.81,109,37.91,3,25,72.68,South,Premium,0,1,0.5967
50,49834.23,61,6.32,1,21,1.35,South,Basic,0,0,0.1436
64,36051.42,4,25.9,4,7,14.88,Central,Premium,0,0,0.1375
27,52316.89,59,85.54,7,2,88.17,North,Standard,1,1,0.7877
48,87527.61,58,72.22,1,27,61.23,North,Premium,1,1,0.7611
19,53111.63,16,7.09,1,25,19.38,East,Standard,0,0,0.128
53,91206.55,81,63.5,1,13,75.67,Central,Standard,1,1,0.7041
34,50677.91,29,62.47,0,57,55.47,East,Standard,1,1,0.6961
61,56035.68,72,79.65,1,28,85.24,East,Premium,1,1,0.874
30,54324.7,105,2.9,2,51,1.75,North,Basic,0,0,0.1953
63,41456.2,40,1.36,4,49,12.54,North,Basic,0,0,0.1364
35,27208.02,24,41.9,1,44,74.85,North,Basic,1,1,0.5929
21,44727.77,71,33.81,1,1,3.38,West,Standard,0,0,0.2737
49,42394.27,68,65.5,1,18,64.57,West,Basic,1,1,0.7679
55,43091.54,56,6.32,2,34,16.72,South,Basic,0,0,0.1518
56,84767.89,110,57.38,2,20,46.39,North,Premium,1,1,0.5801
57,86175.96,19,7.27,1,56,74.5,Central,Basic,0,0,0.3553
54,60990.65,41,88.39,2,16,54.8,South,Premium,1,1,0.6902
27,68606.85,67,79.7,1,35,15.17,North,Premium,0,1,0.6688
38,22020.48,110,15.17,2,29,35.63,East,Premium,0,0,0.1944
30,28316.78,94,47.18,3,35,40.75,South,Premium,0,0,0.403
58,56575.55,45,18.93,2,37,35.61,South,Standard,0,0,0.1905
42,49037.39,51,41.67,7,18,63.34,West,Premium,0,0,0.4604
47,44972.61,11,72.88,4,35,35.9,West,Basic,1,1,0.6079
21,35672.32,84,83.65,3,23,51.96,South,Basic,1,1,0.7773
66,88686.97,6,32.81,2,41,38.72,West,Standard,0,0,0.3391
19,42808.64,20,60.15,1,10,19.71,Central,Basic,0,0,0.334
52,60931.03,15,50.53,1,21,14.88,West,Basic,0,0,0.2743
42,44077.78,101,40.79,4,12,12.9,East,Premium,0,0,0.1857
18,58268.11,78,29.1,1,31,43.2,North,Basic,1,0,0.2955
56,64593.59,57,31.35,2,5,44.65,South,Premium,0,0,0.2249
69,15000.0,106,18.15,0,5,59.88,South,Basic,0,0,0.3908
60,45005.59,55,86.89,0,23,36.95,North,Premium,0,1,0.7193
25,69815.13,65,9.71,0,43,72.9,East,Standard,1,0,0.4949
42,69644.69,71,75.45,1,37,48.99,South,Basic,1,1,0.7161
43,83694.7,102,29.24,1,38,48.95,South,Standard,0,0,0.3878
27,116797.79,48,94.18,0,2,11.25,North,Basic,1,0,0.4687
18,68300.45,62,57.58,0,18,76.8,Central,Basic,1,1,0.6945
36,30973.93,44,35.12,0,29,47.39,East,Premium,0,0,0.2499
42,93706.41,78,60.14,2,45,7.9,West,Standard,0,1,0.6133
19,30269.59,116,82.94,6,3,53.15,East,Basic,1,1,0.6251
19,45405.87,36,42.31,4,49,80.38,East,Standard,1,1,0.64
27,82552.15,44,52.28,1,34,93.4,Central,Standard,1,1,0.6775
38,70178.89,61,75.01,0,42,53.7,South,Basic,1,1,0.8092
38,81372.36,6,65.06,2,27,89.21,North,Basic,1,1,0.7175
43,58668.93,10,31.0,3,21,31.94,North,Basic,1,0,0.1667
54,65226.53,103,20.87,4,16,67.74,East,Standard,0,0,0.4544
30,60043.35,9,17.83,1,25,34.56,North,Basic,1,0,0.162
22,94945.61,91,79.47,1,5,78.19,North,Standard,1,1,0.8034
36,40698.74,86,61.29,1,39,23.89,South,Premium,1,1,0.6285
51,68076.66,58,34.85,2,9,71.67,North,Standard,1,1,0.521
32,75818.28,59,81.48,2,17,17.41,South,Basic,1,1,0.6217
28,48272.43,57,5.84,1,40,65.76,East,Standard,0,0,0.3697
32,45673.92,25,22.35,2,45,91.18,East,Standard,1,1,0.5639
59,48728.72,38,80.53,2,28,86.24,West,Basic,1,1,0.8499
68,106093.73,105,16.99,4,49,87.96,Central,Basic,1,1,0.5883
27,71199.14,25,53.33,2,0,74.74,North,Standard,0,1,0.5173
27,49188.03,33,14.07,1,9,21.69,North,Premium,0,0,0.0993
34,51106.47,94,3.36,2,29,17.35,Central,Premium,0,0,0.1403
46,39469.27,109,3.32,3,43,88.16,East,Basic,0,0,0.4536
29,69632.02,33,64.98,1,47,80.92,Central,Standard,1,1,0.7733
33,59407.04,20,45.94,1,14,29.95,South,Premium,0,0,0.2445
37,69878.03,38,12.1,1,59,83.41,South,Basic,0,0,0.4804
32,86629.27,68,2.27,1,9,87.54,Central,Basic,0,0,0.4309
36,81108.05,105,90.76,3,35,73.42,West,Standard,1,1,0.8563
46,35079.0,40,60.54,6,52,62.14,West,Standard,1,1,0.7357
18,31535.09,42,91.78,1,6,4.71,North,Basic,0,0,0.4422
35,68543.63,23,25.9,4,4,46.58,East,Standard,0,0,0.155
41,72642.28,79,6.2,6,52,77.01,East,Basic,1,1,0.5502
34,63839.72,68,99.01,1,39,48.64,West,Premium,1,1,0.7987
19,15000.0,36,88.41,4,12,17.24,East,Premium,1,1,0.5607
23,34459.69,79,61.2,3,39,2.85,Central,Standard,1,0,0.4505
19,30625.69,83,80.77,1,17,62.71,East,Basic,1,1,0.8508
65,69152.73,49,61.34,3,41,16.39,North,Basic,0,1,0.5685
44,58898.14,53,88.59,2,39,2.46,North,Standard,0,1,0.5541
68,31906.11,35,63.74,3,26,73.3,West,Premium,1,1,0.6616
56,61285.66,42,67.38,0,50,56.31,Central,Premium,1,1,0.7661
51,46255.85,112,53.36,0,9,98.76,South,Basic,1,1,0.7203
63,49071.69,16,0.06,1,46,81.43,West,Basic,0,0,0.3762
44,39771.4,6,62.69,1,39,69.9,Central,Basic,1,1,0.7146
41,55217.58,54,65.27,0,53,35.67,North,Standard,1,1,0.658
28,64838.31,66,93.07,4,25,78.54,North,Basic,1,1,0.8575
68,48531.24,45,90.9,3,1,74.19,East,Basic,1,1,0.7951
53,54558.27,56,52.19,2,48,94.45,South,Basic,1,1,0.8264
25,42482.31,54,21.06,5,59,41.57,East,Basic,0,0,0.288
52,37845.22,28,71.7,3,44,34.69,North,Premium,0,1,0.6022
43,52586.94,103,43.18,1,26,48.85,Central,Standard,0,0,0.3977
19,74359.47,74,93.54,2,22,18.85,North,Standard,0,1,0.6217
51,72068.43,64,95.33,2,27,99.0,North,Basic,1,1,0.8801
46,48380.44,56,18.84,1,54,49.84,East,Basic,1,0,0.3477
64,69999.0,81,67.84,6,28,33.55,West,Standard,1,1,0.569
19,73861.03,37,73.4,2,33,46.23,East,Premium,0,1,0.5758
34,34309.23,74,39.06,1,52,66.91,East,Basic,1,1,0.7324
34,49713.57,113,62.22,4,58,9.19,East,Basic,1,1,0.7326
57,63583.56,64,19.27,1,45,88.45,South,Basic,1,1,0.6144
66,58017.44,116,43.35,3,10,0.58,West,Standard,0,0,0.2479
39,29967.87,48,55.17,1,50,35.39,Central,Standard,1,0,0.4894
49,40342.14,41,13.42,2,49,6.69,South,Premium,0,0,0.161
23,81421.23,4,1.93,2,49,78.0,Central,Basic,0,0,0.3654
50,57186.81,15,58.66,2,15,78.31,Central,Premium,0,1,0.6085
51,49342.27,28,78.63,2,50,38.31,East,Premium,1,1,0.7074
21,69776.47,17,7.81,1,10,60.59,North,Standard,0,0,0.2551
36,48065.81,108,34.51,1,57,77.39,North,Standard,0,1,0.751
41,27123.38,32,9.13,3,31,15.03,East,Standard,0,0,0.1009
31,37955.97,105,93.35,1,6,55.69,West,Premium,1,1,0.7968
27,94630.49,67,85.38,1,48,25.66,Central,Premium,1,1,0.6988
66,56654.0,26,94.89,1,19,9.25,Central,Basic,1,1,0.5545
42,39536.18,22,65.62,2,9,53.91,North,Premium,1,1,0.5323
38,46765.57,93,63.11,3,15,93.92,West,Basic,1,1,0.811
19,52784.17,89,72.91,1,32,65.12,West,Basic,1,1,0.8705
57,37823.75,29,60.22,3,9,82.58,East,Basic,1,1,0.6546
20,15000.0,112,38.72,0,19,22.44,Central,Premium,1,0,0.2971
61,29431.6,7,52.41,3,18,80.09,East,Premium,1,1,0.528
51,62685.58,115,31.91,2,54,33.75,Central,Standard,0,0,0.3513
22,64606.7,27,42.51,3,21,88.75,North,Standard,0,1,0.5311
33,82080.38,76,73.88,0,10,65.81,Central,Premium,1,1,0.7326
19,56707.77,31,9.57,1,45,65.77,Central,Basic,0,0,0.3993
65,15000.0,11,76.9,0,36,45.51,North,Standard,1,1,0.6666
43,62576.21,46,61.58,2,59,11.52,North,Standard,1,1,0.5801
30,65106.53,58,97.39,3,29,26.03,East,Basic,1,1,0.6628
64,34635.01,3,18.6,2,19,22.34,North,Standard,0,0,0.1307
19,47526.76,80,23.31,4,17,93.21,Central,Premium,0,1,0.531
38,44060.28,88,94.66,3,13,93.45,Central,Basic,1,1,0.8583
26,38480.32,49,13.36,1,8,98.89,East,Basic,0,0,0.462
57,21757.71,25,68.19,2,37,49.4,North,Premium,1,1,0.6085
22,37310.14,63,89.27,1,20,44.53,East,Basic,1,1,0.6534
27,36880.7,89,42.39,2,59,66.35,South,Standard,1,1,0.6936
65,63421.7,20,13.06,1,16,7.11,East,Basic,0,0,0.1253
59,15000.0,18,14.72,2,14,97.5,North,Standard,0,0,0.3698
38,79509.41,32,38.49,2,55,94.72,West,Premium,1,1,0.715
42,31229.29,49,33.21,5,16,31.46,North,Premium,0,0,0.149
34,43652.72,112,57.34,0,4,23.28,East,Basic,0,0,0.4316
43,64461.02,92,93.19,4,58,29.49,West,Basic,1,1,0.8296
20,46138.1,105,99.06,1,31,19.48,South,Basic,1,1,0.7311
18,65576.63,48,5.3,1,8,60.94,South,Basic,1,0,0.2564
36,69415.44,79,81.64,4,57,75.9,East,Premium,1,1,0.9073
52,46886.23,58,64.96,3,26,27.72,North,Standard,1,1,0.5012
26,47916.42,79,56.78,1,46,59.33,North,Premium,1,1,0.7893
33,43256.92,86,88.28,3,6,4.03,West,Basic,0,1,0.5553
52,77631.57,55,38.84,2,46,2.35,West,Basic,1,0,0.2544
32,68147.3,71,26.53,1,57,23.59,Central,Basic,0,0,0.3196
33,56153.94,76,61.31,2,14,84.93,East,Basic,1,1,0.7584
29,19659.79,98,70.73,2,43,28.07,North,Premium,0,1,0.6836
31,88340.25,52,41.47,1,27,2.33,North,Basic,1,0,0.2198
37,79353.96,54,63.94,4,10,67.59,South,Basic,0,1,0.6913
30,46570.45,102,56.67,1,37,37.43,East,Standard,1,1,0.5267
33,57105.19,58,79.82,5,58,98.96,South,Basic,1,1,0.8651
69,59582.94,69,98.6,7,0,22.88,East,Standard,0,1,0.6122
23,87823.19,114,59.36,1,11,14.48,East,Basic,0,0,0.4243
45,39992.78,102,25.35,2,57,3.4,Central,Basic,0,0,0.3396
61,54864.95,92,9.14,1,11,16.48,East,Basic,0,0,0.1591
40,75716.5,81,61.44,2,47,81.48,West,Basic,1,1,0.8638
51,40144.5,18,28.0,2,45,78.33,North,Premium,0,1,0.5065
27,73537.34,44,16.4,3,47,72.52,East,Basic,1,0,0.4423
34,57225.54,37,62.33,3,30,80.76,South,Basic,1,1,0.8071
20,76088.63,10,23.2,5,9,23.04,Central,Premium,0,0,0.1178
62,73791.59,68,76.44,0,29,2.82,North,Standard,0,1,0.5696
22,62832.8,88,41.56,0,27,24.32,South,Premium,0,0,0.3025
28,57454.64,21,83.82,1,15,34.72,South,Standard,1,1,0.5232
28,77854.0,74,26.28,2,6,85.59,Central,Premium,1,1,0.5417
37,71534.06,106,29.26,2,42,85.71,North,Premium,1,1,0.6683
68,86669.55,32,94.49,3,29,87.06,Central,Standard,1,1,0.7967
27,47722.12,48,29.46,5,54,96.92,Central,Standard,1,1,0.6084
26,45418.98,113,40.69,3,56,51.08,West,Standard,0,1,0.5896
52,39608.13,62,59.42,4,50,17.86,South,Standard,0,1,0.6226
30,47516.39,101,82.38,0,57,85.88,East,Premium,1,1,0.9338
59,73664.65,82,59.58,4,38,16.68,North,Basic,0,1,0.533
57,60843.95,1,46.78,2,36,1.06,East,Standard,1,0,0.2736
54,42412.96,110,34.52,3,21,55.9,East,Standard,1,0,0.4348
53,49725.3,15,91.29,1,53,4.47,South,Standard,1,1,0.6552
39,48396.61,69,4.01,0,11,72.88,Central,Basic,0,0,0.3628
34,15000.0,75,81.15,0,23,87.06,West,Standard,1,1,0.8637
52,43474.76,79,0.52,2,39,15.53,West,Standard,0,0,0.1346
51,74835.01,64,39.34,1,39,68.64,Central,Premium,1,1,0.5975
63,84025.09,34,21.41,2,28,84.75,West,Basic,0,0,0.4467
49,67402.98,67,79.33,3,14,91.18,South,Basic,1,1,0.8592
46,62097.48,49,66.68,3,56,65.97,East,Standard,1,1,0.8339
59,45615.08,75,40.51,4,8,45.8,North,Basic,0,0,0.1941
62,96974.65,53,47.23,1,28,12.28,North,Standard,0,0,0.2987
66,85914.66,77,54.62,1,30,51.24,North,Basic,0,1,0.626
67,49594.46,114,99.83,0,44,50.32,West,Premium,1,1,0.826
28,29662.07,10,4.47,3,48,91.36,South,Premium,0,0,0.4088
19,49159.83,103,66.82,1,36,32.1,Central,Basic,0,1,0.6562
64,42663.38,35,8.95,2,23,43.51,North,Premium,0,0,0.1525
55,24577.4,84,58.34,1,35,10.79,South,Standard,1,1,0.5149
67,15000.0,53,56.52,1,18,61.13,North,Basic,0,1,0.6552
52,60191.47,78,61.4,3,15,40.78,North,Basic,1,0,0.3937
56,51308.31,16,89.82,1,5,95.29,South,Basic,1,1,0.8039
37,52915.24,83,98.16,5,44,92.9,East,Premium,1,1,0.9083
21,63372.96,47,79.98,0,30,17.31,North,Standard,1,1,0.6016
25,33318.59,29,87.64,2,1,11.78,North,Standard,0,0,0.4205
30,73746.55,51,51.27,4,35,60.12,South,Standard,1,1,0.622
26,44032.02,41,75.25,4,16,40.94,West,Standard,1,0,0.4948
53,77685.9,93,52.56,0,44,97.26,Central,Standard,1,1,0.7943
28,52240.74,119,86.32,0,45,59.54,East,Basic,1,1,0.8861
39,85578.58,51,73.39,1,37,55.79,North,Premium,1,1,0.7119
61,63259.61,103,58.3,1,43,90.71,South,Standard,1,1,0.8611
19,29626.16,50,50.67,2,40,4.03,West,Basic,0,0,0.3208
